,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,staticness,cubrow.0,color_fulness,cubcol.0,fft,temporal,cubcol.0.3,blockiness,cubrow.0.3,uhdhdsim,cubcol.0.5,saturation,blur,noise,tone,cubcol.0.6,movement,cubrow.0.5,contrast,cubrow.0.6,cubcol.1.0
45,45,64.9126,13.2101,59,17.6278,0,115,121,15,130,18,1.04206,61.49788,0.0,0.0,0.17857,3.462,10.64781,0.0,0.0,125.0,57.42883,0.00043,0.4,2.329,-1.0,0.432766,0.2644427358450137,438.99743590145914,0.18305828979894298,147.99953710875099,0.0780469020753793,77213.20719849927,4.5277591917648525,0.15017334047523437,2.5856390382046803,0.18309757914178737,83.16028242947672,0.21378215759514216,38.99390967098283,32021.189157534365,0.5642521250051282,0.8747713725490196,0.16300950127907501,6.649305555555555,0.20773673959869413,98.13719940881258,0.2174460539541741,0.12142638982858726
46,46,65.4939,13.3232,60,18.0676,0,115,121,15,130,18,1.04689,62.06073,0.0,0.0,0.03571,3.448,11.33882,0.0,0.0,125.0,57.50651,0.00042,0.4,2.199,-1.0,0.380437,0.26562376557092987,438.5859192756028,0.18212709059022153,148.0384432517424,0.07802988821606306,77745.78638600421,4.556350709737284,0.1504941381480994,2.2699551070581445,0.1831294044261106,83.03722240893129,0.21278571651371464,39.09381894712095,32760.859401791862,0.5658755399409604,0.8747713725490196,0.16282957536102308,6.91063850308642,0.20768746206785038,98.16870455835486,0.21744911549251522,0.1214290270428767
47,47,65.5709,13.4223,59,18.1305,0,115,121,15,130,18,1.04265,62.14435,0.0,0.0,0.03571,3.464,11.43887,0.0,0.0,125.0,57.57321,0.00042,0.4,2.566,-1.0,0.395167,0.2670558056061376,438.18423674737403,0.1813376815388943,148.0912282315184,0.07802806419654212,77763.26219516435,4.5786097116611835,0.15058980344665476,2.0831386109212398,0.18311292006938393,83.08699679530385,0.2120954809058086,39.12423253942419,33002.61241026365,0.568093165984188,0.8782631372549019,0.1629783090692492,7.073254243827161,0.20765281179569753,96.41257783545097,0.21746773522427523,0.12147839400087125
48,48,65.2508,13.6103,59,18.0641,0,115,121,15,130,18,1.04274,61.89023,0.0,0.0,0.14286,3.518,11.52287,0.0,0.0,125.0,57.58469,0.0003,0.4,2.537,0.1812,0.386271,0.268434998948917,437.79030235000306,0.18098905915747301,148.0133407778427,0.07802913711180999,77383.18584443361,4.619835131220647,0.15121520734579766,2.3652143356184885,0.18311196659104326,83.18817218325682,0.2114682227400596,38.996011239511,32311.418740991976,0.5680931659841945,0.8803149019607843,0.16280979208831764,7.265239197530864,0.20764587762501485,97.97795596011927,0.21743577458276692,0.1215008827829627
49,49,65.1979,13.5545,59,17.9772,0,115,121,15,130,18,1.03848,61.86559,0.0,0.0,0.03571,3.57,11.68146,0.0,0.0,125.0,57.6016,0.00042,0.4,2.591,-1.0,0.388894,0.26950589323585905,437.4126688415639,0.180757094842241,148.15988444874796,0.07804141095039285,77286.79706630166,4.651977715900913,0.15166648633642213,1.9763205241389643,0.18315499015004752,83.27562322242288,0.21053344259010312,38.941895849910786,32448.996169232443,0.56868737709159,0.8857701960784314,0.16270990543201763,7.577353395061729,0.20769370934136197,98.17246331189786,0.21744075753127845,0.12155116932990709
50,50,65.5784,13.39,60,18.5205,0,115,121,15,130,18,1.04239,62.21905,0.0,0.0,0.03571,3.567,11.63739,0.0,0.0,125.0,57.6344,0.00042,0.4,2.346,-1.0,0.378314,0.2706240676879043,437.04186332726,0.18051929649354406,148.23744587458083,0.07803114135180744,77514.51790115664,4.622823492431987,0.15248018216841136,2.2013412601463678,0.18321882822183352,83.27086089496837,0.20965761628301313,38.99493709611304,33041.58083959276,0.5686873770915858,0.8853611764705882,0.16275038533582248,7.887731481481482,0.20770805500228073,95.87802421667335,0.2175119536004999,0.1215202664508953
51,51,66.3291,13.2023,60,19.0024,0,115,121,15,130,18,1.04247,62.88364,0.0,0.0,0.14286,3.581,11.49367,0.0,0.0,125.0,57.64439,0.00035,0.4,2.151,-1.0,0.384418,0.2716295857101234,436.6768679751607,0.18062561657464932,148.31306179223066,0.07804204751038678,77795.06176252553,4.602043355710538,0.15312827383753333,2.3621445556347287,0.18318163124245937,83.21206452952423,0.20867284998939314,38.780574468918786,34680.972056089005,0.5725284180706492,0.8862901960784314,0.16308167009686525,8.006317515432098,0.2077256292912448,95.97997039536351,0.21757224091825425,0.12151510694815683
52,52,66.569,12.8154,60,17.582,0,115,121,15,130,18,1.04672,63.07728,0.0,0.0,0.25,3.585,11.3394,0.0,0.0,125.0,57.66281,0.00039,0.4,2.378,-1.0,0.363875,0.2725570727685218,436.3329688956973,0.18036071972658468,148.26899876154164,0.07804552611964123,78233.52383204075,4.553898414862912,0.15356600694061226,2.7464936147899297,0.18310900855832296,83.19612297313742,0.20776724148004394,38.8768041163315,35617.260820832,0.5680931659841933,0.8876784313725491,0.16340313835355355,7.950376157407407,0.2076846362389263,98.17632525406495,0.2175425869721858,0.1214876995332144
53,53,66.4937,12.3982,60,17.3197,0,115,121,15,130,18,1.04133,62.9998,0.0,0.0,0.35714,3.606,11.01297,0.0,0.0,125.0,57.67152,0.00035,0.4,2.38,-1.0,0.334395,0.2733103671478224,436.0120487296898,0.17972861218747718,148.3254329892246,0.07803358401310119,78461.07735525252,4.494277482821081,0.15382289516611375,2.589835036706398,0.18304825830126017,83.19148159515188,0.20686652325919924,39.04424672067901,35686.2036621889,0.5670639621557573,0.8900796078431372,0.1638496373765895,7.813512731481482,0.2076583805011016,98.20509028249293,0.21744918953320427,0.12150942866506394
54,54,66.8497,12.1231,60,16.0,0,116,121,15,130,18,1.03552,63.31416,0.0,0.0,0.03571,3.598,10.6478,0.0,0.0,125.0,57.71061,0.00033,0.4,2.147,-1.0,0.346817,0.2741030207853005,435.7085497530365,0.1795587052979388,148.2051837942895,0.07800974557979946,78598.93815289643,4.44701531547277,0.15405659390551263,2.34956537780982,0.18303707881878717,83.13117420033367,0.20668277558780704,38.90627185209298,36392.27481020656,0.5703107920274133,0.8913364705882353,0.16439808003257292,7.801986882716049,0.20764547264800293,96.06593338218387,0.21744291605187302,0.12153610893139426
55,55,66.8524,12.1317,61,16.218,0,116,121,16,130,18,1.04341,63.33443,0.0,0.0,0.14286,3.647,10.41512,0.0,0.0,125.0,57.73069,0.00044,0.4,2.43,-1.0,0.352829,0.27498614584187014,435.432283138064,0.17927828727837422,148.28317459831243,0.07801586435853713,79061.9169442708,4.404904082593837,0.15396491966857292,2.4724830100807087,0.18299137883461403,83.24234471717321,0.20678280480839645,38.88996303228684,36690.11464320319,0.5703107920274179,0.8920490196078432,0.16500598803442731,7.80492862654321,0.2075791614961322,98.20896443759298,0.2173820523610167,0.12153264479873986
56,56,66.8435,11.8679,61,16.1251,0,116,121,16,130,18,1.04427,63.33076,0.0,0.0,0.46429,3.662,10.42366,0.0,0.0,125.0,57.74474,0.00036,0.4,2.456,0.17785,0.380876,0.2758196438033988,435.174017540986,0.17897242547434336,148.55483069132322,0.07802263649677436,79005.77958927491,4.369628702320367,0.15416801332046115,2.609372689286497,0.18292527289195737,83.2703133701661,0.20689564024466325,38.99477546597704,37168.23869532009,0.570905003134815,0.8928823529411765,0.16578495168867774,7.8140432098765435,0.20755302610841206,98.24317599868728,0.21729913439337287,0.12153003703121275
57,57,67.4009,11.5223,61,16.5044,0,116,121,16,130,19,1.03911,63.83668,0.0,0.0,0.28571,3.668,10.1978,0.0,0.0,125.0,57.78275,0.00032,0.4,2.507,-1.0,0.360144,0.27652872909529436,434.93330524185853,0.17848874671915332,148.638828680021,0.07800371139339728,79320.97798448143,4.309085657085837,0.15476902226583913,2.759415750898619,0.18277271324124048,83.17247196587371,0.20667924055966688,38.97741492000627,38195.82609005676,0.5741518330064813,0.893216862745098,0.16671509032613044,7.733989197530864,0.20750092409647983,96.16011652050075,0.21723451284506878,0.12149712098158227
58,58,67.5709,11.2316,62,14.6334,0,116,121,16,130,19,1.0519,63.99902,0.0,0.0,0.35714,3.677,9.90194,0.0,0.0,125.0,57.81397,0.00039,0.4,2.374,-1.0,0.346278,0.2774867814491044,434.7178559941118,0.1782767858020484,148.61915323500074,0.07801831057944038,79368.15468103514,4.2195481450451435,0.15501630584467532,2.8136932721463763,0.18259256589246925,83.17143940938419,0.20642710223850752,39.04799416624469,38693.69387577581,0.574151833006479,0.8936211764705883,0.16706867258138222,7.653260030864198,0.2074752672423262,96.49784484862633,0.21717489646718027,0.12150803590434008
59,59,67.7965,10.7124,62,14.614,0,116,121,16,130,19,1.04716,64.19881,0.0,0.0,0.60714,3.712,9.65352,0.0,0.0,125.0,57.83895,0.00032,0.4,2.55,-1.0,0.372809,0.27857556860969374,434.51879514794945,0.1781024507741825,148.42311945447855,0.07801667718310956,79564.42879270995,4.140698825920006,0.15555196429488305,2.7844762578161895,0.18247604877131118,83.22949764918248,0.20621312104290432,38.90908267174238,39319.91628038196,0.5703107920274255,0.8940168627450981,0.16782634926654097,7.5366030092592595,0.20741004396674598,96.55111872274043,0.21714154332520022,0.12156323483805653
60,60,68.5768,10.1099,63,15.4297,0,116,121,16,130,19,1.04966,64.90281,0.0,0.0,0.07143,3.719,9.20338,0.0,0.0,125.0,57.85014,0.00027,0.4,2.78,-1.0,0.342171,0.27980186313458594,434.3469804245884,0.17709701964351415,148.51096850858806,0.07801653593104654,79475.3984630234,4.040236936089615,0.15664126887301208,2.422048221765778,0.18260628369582668,83.1346745499114,0.2058204282968695,39.14649963378906,40498.576870941884,0.5747460441138769,0.8940168627450981,0.16875377911544542,7.386381172839506,0.2073540288668585,96.87205120827522,0.217181815036213,0.12157738678449276
61,61,68.9782,9.56036,63,14.3621,0,116,121,16,130,19,1.04008,65.26527,0.0,0.0,0.21429,3.696,8.68691,0.0,0.0,125.0,57.86173,0.00031,0.4,2.44,-1.0,0.368256,0.2811436247844749,434.1947980409356,0.17574766619143048,148.44859261033434,0.07801877173229896,79762.31961088753,3.9689676433307675,0.15814370197900207,2.048878469970802,0.1826783927310577,83.07579983314776,0.20514785102281463,38.96891313717689,41355.99638712842,0.5779928739855457,0.8942470588235294,0.17010624205642752,7.197434413580247,0.20731775091793606,98.30131853750535,0.21723217618815666,0.12151140606841082
62,62,68.9272,10.1385,63,11.5164,0,116,121,16,130,19,1.04381,65.21905,0.0,0.0,0.14286,3.699,8.21632,0.0,0.0,125.0,57.82924,0.00033,0.4,2.527,-1.0,0.343236,0.2823140960754653,434.0539427559054,0.17476272363305637,148.5437951702153,0.07800654640773687,79743.7114793355,3.834287530528918,0.15971814885946395,2.103275671043551,0.1827995132843146,83.0958440843146,0.20500957937403513,38.784124868887446,41367.550133881836,0.5725284180706488,0.8940168627450981,0.17149619049490988,6.902391975308642,0.20732836784373285,96.49915634476545,0.21724197561826145,0.12157925355044227
63,63,68.8118,10.8094,63,13.0562,0,116,121,16,130,19,1.0402,65.10467,0.0,0.0,0.10714,3.703,8.71043,0.0,0.0,125.0,57.81877,0.00036,0.4,2.59,-1.0,0.355562,0.28356045723857465,433.9356998602054,0.1738647406766866,148.6141279210899,0.0779990936542762,79667.51740791678,3.9526087178520886,0.1605378887254904,2.2447381074853254,0.18285078366192228,83.1231935215552,0.20458611113046313,38.91696920512635,40961.90497839024,0.5741518330064771,0.8941682352941177,0.17239963752506887,6.645302854938271,0.20722354689554784,96.40711085226468,0.2172649334134974,0.12158907938378187
64,64,68.2191,11.3059,62,15.5979,0,116,121,16,130,19,1.03332,64.54876,0.0,0.0,0.28571,3.701,9.28808,0.0,0.0,125.0,57.77946,0.00035,0.4,2.414,0.18326,0.336275,0.2846269040321601,433.84328639948217,0.173211404103903,148.7968781142275,0.07800183462239578,79592.6246487519,4.057842494780762,0.1617387103063906,2.6246741235597697,0.18288572477874016,83.18935555683086,0.20403436504047415,39.00059716495467,40164.44087787202,0.5747460441138751,0.8933086274509804,0.17274132843189063,6.322337962962963,0.20709366700721185,98.27918305503047,0.21724783691786553,0.12160451262840033
65,65,67.7127,11.687,62,14.7386,0,116,121,16,130,19,1.04501,64.0867,0.0,0.0,0.25,3.678,9.7112,0.0,0.0,125.0,57.75998,0.00027,0.4,2.332,-1.0,0.361817,0.28523286304223466,433.7690887120857,0.17277387084336077,148.79676408043645,0.0780095185376255,79567.74032498505,4.1570411968545224,0.1627977273801475,2.4767393276692498,0.18302740198398149,83.23064127137714,0.20275497294498482,39.20643050582321,39509.350874185766,0.5719342069632427,0.8925874509803922,0.17266687386618962,6.172887731481482,0.20693641687430603,98.26737886002324,0.2172704558473096,0.12166400021897715
66,66,67.3154,11.9558,61,15.053,0,116,121,16,130,19,1.04034,63.70633,0.0,0.0,0.25,3.689,10.04041,0.0,0.0,125.0,57.71045,0.00035,0.4,2.382,-1.0,0.342761,0.2856812321428295,433.7020041315124,0.1723070512999499,148.6053560503816,0.07801190364172307,79414.2422939826,4.241334439073872,0.16386723925712035,2.18223073578227,0.18307432411819022,83.29564979824681,0.20099566898887053,39.01833352924865,38753.72811372782,0.5703107920274219,0.8917435294117647,0.17292635033415865,6.128086419753086,0.20673930225198514,96.26794504787222,0.21729917780525132,0.12169672222235788
67,67,67.0786,12.2024,61,15.8794,0,116,121,16,130,19,1.04052,63.47043,0.0,0.0,0.17857,3.678,10.26905,0.0,0.0,125.0,57.6803,0.00035,0.4,2.423,-1.0,0.370143,0.28625682735234736,433.63622028740696,0.17280659916633173,148.64550258177078,0.07800531772938063,79346.97671569586,4.289156605957878,0.16443065806521068,2.2686089315127953,0.18328582668663104,83.30736462244387,0.1998124234855184,39.009495864679785,38319.66458767673,0.5680931659841925,0.8910458823529412,0.1732822041594597,6.081404320987654,0.20652007302728778,98.26128750450471,0.2173125189161646,0.12168671397085895
68,68,66.6062,12.2106,60,16.154,0,116,121,16,130,19,1.04603,63.01526,0.0,0.0,0.0,3.724,10.48035,0.0,0.0,125.0,57.64823,0.00034,0.4,2.539,-1.0,0.384715,0.2870257875901104,433.5746185197862,0.17195434054426112,148.57192783477356,0.07801008708455669,79254.70094496,4.359840929530888,0.1647780628971513,1.9969206853808865,0.18346793733346106,83.4020033781372,0.1990994163878885,39.05972930531443,37291.27498626061,0.5680931659841887,0.8855933333333332,0.17358119095608565,6.061294367283951,0.20615897703394576,98.23970550645825,0.21726248740417833,0.12167682979955873
69,69,66.1005,12.5311,60,16.2261,0,116,121,15,130,18,1.04499,62.51014,0.0,0.0,0.10714,3.747,10.48908,0.0,0.0,125.0,57.62482,0.00027,0.4,2.848,-1.0,0.371997,0.2879828362103723,433.5172177967692,0.17149732041072713,148.6416241412544,0.07798524877596195,78879.54635659044,4.411325951451396,0.16559584570627658,2.164638927422183,0.18360656461892658,83.45245536757032,0.1978798513160447,39.04768936722367,36573.24664985116,0.5620344989618987,0.8855933333333333,0.1740203343796601,6.050829475308642,0.20573129707344312,96.29440629839246,0.21721946568562497,0.1216391781181669
70,70,65.6825,12.8323,59,16.5026,0,116,121,15,130,18,1.03767,62.1196,0.0,0.0,0.28571,3.732,10.77061,0.0,0.0,125.0,57.57833,0.00042,0.4,2.712,-1.0,0.371195,0.288847186828016,433.4730340515868,0.17208768012667272,148.5004588728287,0.07799355590743312,78525.74265878767,4.46671147279213,0.16565791317897355,1.8591166518287794,0.18369564295090546,83.55374109085268,0.19599675225304544,39.04540563512732,35575.431748191055,0.5620344989618967,0.8833831372549019,0.17374548826472108,6.042148919753086,0.20533739111748534,95.93768021149702,0.21720766054239676,0.12164488466014355
71,71,65.5877,13.0552,59,17.127,0,116,121,15,130,18,1.04127,62.02669,0.0,0.0,0.10714,3.704,11.02145,0.0,0.0,125.0,57.55781,0.00034,0.4,2.461,-1.0,0.339704,0.28975600029569165,433.4387138919113,0.17292354753499162,148.51239614848424,0.07802009377529116,78057.76816590375,4.51828717341887,0.16553452969212631,1.792888239261388,0.18387230250716624,83.56946975440692,0.1943402263228263,39.235998648184314,35302.28302949222,0.5620344989618961,0.8823325490196079,0.1742798289589005,6.185570987654321,0.20499997057173774,96.09744619788384,0.217177510403426,0.12173156651466012
72,72,65.2357,13.1738,59,17.8134,0,116,121,15,130,18,1.04739,61.69902,0.0,0.0,0.10714,3.704,11.21235,0.0,0.0,125.0,57.52733,0.00033,0.4,2.267,0.18351,0.356955,0.29094100721910976,433.41923441425354,0.17423137051697596,148.4405893648859,0.07800190143984323,77868.38473871471,4.55493068913446,0.1653519159986288,1.7666014251695934,0.18405002191223976,83.5617262821256,0.19303869952315603,39.20114945776669,34161.57695530396,0.5620344989618933,0.8822792156862744,0.17470182227582445,6.234423225308642,0.20467592633437534,96.06393760169857,0.21716679809279882,0.12174458865479323
73,73,64.6577,13.3058,58,18.337,0,116,121,15,130,18,1.03284,61.16353,0.0,0.0,0.10714,3.7,11.31371,0.0,0.0,125.0,57.47602,0.00032,0.39,2.346,-1.0,0.368039,0.29210015137189205,433.39686706451255,0.17505934241891088,148.30492243235793,0.07799381823317189,77512.26628787965,4.592855026057393,0.16549206301690392,1.7737536237954414,0.18410429604999723,83.65896183185926,0.19278376801043845,39.083023259669176,33216.32138410206,0.5620344989618934,0.883953725490196,0.17455070610912884,6.237654320987654,0.20440690523001936,98.21540312276247,0.21714659714809,0.12176161857347274
74,74,64.4818,13.4006,58,18.9413,0,116,121,15,130,18,1.04014,60.98174,0.0,0.0,0.53571,3.697,11.42766,0.0,0.0,125.0,57.39703,0.00039,0.4,2.232,-1.0,0.354223,0.2932783320460029,433.38194799341863,0.17620922351869445,148.28919494079796,0.07800060288809017,77663.30116406524,4.599895563064538,0.16533770095900172,1.7272524868757677,0.184174331020849,83.62038796977933,0.19097167317152522,39.12936608585311,33013.971815238656,0.5620344989618937,0.8844193529411719,0.17430869141535757,6.064236111111111,0.2041753418864321,98.17191541305048,0.21711024926638559,0.12183618153213817
75,75,64.3723,13.2673,58,17.3255,0,116,121,15,130,18,1.03544,60.85521,0.0,0.0,0.17857,3.686,11.50724,0.0,0.0,125.0,57.32339,0.00032,0.4,2.402,-1.0,0.351846,0.2945096641708322,433.3758488301674,0.17726270329564933,148.24496999372045,0.07798371044403711,77316.41698633105,4.6088655425718565,0.1653784229520279,1.5385608536123634,0.18421608662258457,83.66565934684999,0.1889836166720481,39.03371024426119,32809.40990002552,0.5581934579828322,0.88358,0.17433821484047243,5.7994309413580245,0.20400595441088748,96.64842559645481,0.2171249539893786,0.12192637959495571
76,76,64.2553,13.2807,58,17.7633,0,116,121,15,131,18,1.03044,60.71519,0.0,0.0,0.17857,3.687,11.39368,0.0,0.0,125.0,57.25669,0.00031,0.4,2.394,-1.0,0.363559,0.29594135696647444,433.36539412371013,0.178046950772952,147.99838195886775,0.07799166866007542,77846.91470825524,4.62537172833246,0.16551020024455507,1.6638940415628878,0.1842159696249484,83.713082224078,0.1870027892748785,39.03107819733796,33033.71483351528,0.5598168729186631,0.8820411764705882,0.17468639738473826,5.767312885802469,0.20382934417198073,98.17832351665382,0.21718016538626347,0.12197114212774242
77,77,64.2124,13.0834,58,18.278,0,116,121,15,131,18,1.04573,60.65537,0.0,0.0,0.0,3.701,11.40821,0.0,0.0,125.0,57.15294,0.00039,0.4,2.156,-1.0,0.358728,0.29684420683708296,433.37092762466057,0.17950922193022512,148.12369843159212,0.0779955432091328,77618.92293068627,4.599067794196698,0.1658421191311591,1.8140844082086485,0.1842477602057915,83.68323499155272,0.18558936444251842,39.20068453565056,32749.883162549293,0.5598168729186641,0.8780616274509804,0.17461485192329768,5.858169367283951,0.20371675594239602,98.19759033049534,0.2172724739264884,0.12194035627800698
78,78,64.0074,12.3121,57,17.8988,0,116,121,15,131,18,1.04419,60.43045,0.0,0.0,0.17857,3.732,11.23918,0.0,0.0,125.0,57.06691,0.00034,0.4,2.538,-1.0,0.364301,0.29759800666446445,433.3919632807,0.18034465984072914,147.94265041800895,0.07801206025284514,77399.9473029322,4.558720371289636,0.16607074106922273,1.9167299783839027,0.1842861308328289,83.76103644219091,0.18421088761144447,39.13872707037278,32486.54411422588,0.5598168729186542,0.8755976470588235,0.17454085951728898,5.752025462962963,0.20356853273319692,98.11776367015442,0.21732264350817052,0.12193812081969117
79,79,63.5528,11.6283,57,16.8703,0,116,121,15,131,18,1.04394,59.97492,0.0,0.0,0.25,3.755,10.57454,0.0,0.0,125.0,57.0928,0.0003,0.4,2.059,-1.0,0.384732,0.29860245316294043,433.41145942611047,0.1808303550837612,147.77849973824362,0.07801063672520692,77300.4648864035,4.524429999567642,0.16650887283231933,2.1216496169294556,0.18419417694656523,83.84531243547535,0.18273235980083247,39.26275823145737,31793.180677147622,0.5537582058963721,0.8745246862744835,0.17453353137313093,5.7484567901234565,0.20341359574932438,96.20260928201313,0.2174262399330713,0.12196066012627044
80,80,63.5029,11.7701,57,16.508,0,116,121,15,131,18,1.04473,59.89528,0.0,0.0,0.35714,3.772,9.9966,0.0,0.0,125.0,57.14804,0.00032,0.4,2.011,0.18326,0.341564,0.2991996999851018,433.4401486542114,0.18118692281732812,147.39414467884012,0.07798628555353458,77540.98269285032,4.4455120064783085,0.16675129022103424,2.097675152045541,0.18412180944233392,83.8253118258356,0.1812095479371689,39.449150556399495,32017.09502779038,0.5575992468754274,0.873610588235294,0.174499507951614,5.710310570987654,0.20324371372701097,98.18616732975505,0.2174833266200441,0.12200100575744752
81,81,63.3903,12.0263,57,17.2447,0,116,121,15,131,18,1.03665,59.77866,0.0,0.0,0.14286,3.77,10.12138,0.0,0.0,125.0,57.04708,0.00031,0.4,2.202,-1.0,0.361923,0.29983077136296954,433.468989605061,0.18194682872148318,147.31389127377585,0.0779821094085259,77524.43839785802,4.449771944438309,0.16685179510066933,1.9961158941196562,0.18405833758000925,83.86433549798825,0.1792742406337413,39.516126656237944,32126.800958821488,0.5575992468754275,0.8733803921568627,0.1745672651830189,5.8931809413580245,0.2030907932991957,96.41927649589115,0.21751998571503856,0.12205888493510482
82,82,63.4639,11.8697,57,19.1363,0,116,121,15,131,18,1.03424,59.82846,0.0,0.0,0.14286,3.751,10.34265,0.0,0.0,125.0,57.00904,0.00038,0.41,2.258,-1.0,0.373601,0.3004010490077032,433.4809559007349,0.18237735497246618,147.22945474662555,0.07797534577160789,77509.61039980863,4.4756009170471,0.16715897133960267,1.930155866773071,0.18389430041598515,83.86696394718685,0.1775487791795912,39.57862703299816,32373.508589725272,0.5575992468754302,0.873775294117647,0.17464632288115733,6.044463734567901,0.203042628166257,98.08436940722625,0.2174986007980937,0.12212603481324368
83,83,63.839,12.3664,57,17.8189,0,116,121,15,131,18,1.03816,60.14962,0.0,0.0,0.32143,3.713,10.21099,0.0,0.0,125.0,57.10098,0.00035,0.41,2.584,-1.0,0.382433,0.3008323701977316,433.49429009886126,0.18368895278136269,147.29732153628032,0.07797450851625144,77749.99664319596,4.480151861937106,0.16707140252076552,1.7019029856131176,0.18385349019936337,83.83226657809311,0.1763834120118634,39.82932460455247,33146.142905079825,0.5559758319395945,0.8754945098039215,0.17488853425536682,6.007185570987654,0.203067582202702,98.07178610437958,0.217491294779223,0.12222842143577009
84,84,64.1035,12.5029,57,18.3721,0,116,121,15,131,18,1.0406,60.39696,0.0,0.0,0.10714,3.701,10.61941,0.0,0.0,125.0,57.01518,0.00035,0.41,2.479,-1.0,0.407269,0.3014770371621072,433.5456012249384,0.18568551208844425,147.4621041858676,0.07797041884062754,77868.4324106327,4.4801052885337125,0.16731137346179537,1.7821176636214513,0.18386271638575744,83.77691931730466,0.17562617590103993,39.842366913218555,33696.105659302135,0.557599246875434,0.8759854901960784,0.1746249010903025,5.821711033950617,0.20301099443460283,98.09636418144115,0.21748505960744652,0.12227524970777391
85,85,64.7122,12.7298,58,18.5164,0,116,121,15,131,18,1.0449,60.9514,0.0,0.0,0.14286,3.696,10.74138,0.0,0.0,125.0,56.94275,0.00025,0.41,2.257,-1.0,0.391572,0.30164732437378455,433.65242933486206,0.18761719590496104,147.7050901325501,0.07795163238792165,78132.72476112584,4.527690829374194,0.16752198552433248,1.5141315741252552,0.18374815072711964,83.68126165477449,0.17533816470660496,39.80257029592255,34684.29246781522,0.5581934579828305,0.8761482352941177,0.17429606649977475,5.529417438271605,0.2029336777238703,98.1156072706324,0.21756726822694397,0.12229762429396256
86,86,65.0416,13.2692,58,18.0861,0,116,121,15,131,18,1.04375,61.27446,0.0,0.0,0.17857,3.669,10.93433,0.0,0.0,125.0,57.06143,0.00036,0.41,2.201,-1.0,0.352442,0.3018276036150694,433.77831212837543,0.18921230144746945,147.66708959558977,0.0779492235556992,78139.82757614391,4.591163502964885,0.16787985055081162,1.758388291245354,0.1836795040325228,83.61485716703831,0.17478931821042346,40.07088140793789,35227.56392701899,0.5598168729186626,0.8779462745098039,0.17448704251490482,5.794174382716049,0.20294183597691512,95.9665068978008,0.21759700113546315,0.1223698874579753
87,87,64.8327,13.1348,57,19.5873,0,116,121,15,131,18,1.04132,61.08756,0.0,0.0,0.03571,3.719,11.39086,0.0,0.0,125.0,57.1605,0.00028,0.41,2.354,-1.0,0.353847,0.3021829455332321,433.934861568542,0.19104389840294883,147.93147916111744,0.07792733281249145,77940.6860320989,4.650201556679765,0.16754594408116344,2.0921899426273516,0.1835949505829796,83.72721317803185,0.1740943230862793,40.20941934467834,34762.9914411162,0.5581934579828287,0.8793721568627451,0.17462772299599222,5.871768904320987,0.20280994880328693,98.25149262140708,0.2177058411525271,0.12238173414975617
88,88,64.8675,13.3325,57,18.3965,0,116,121,15,131,18,1.04028,61.07834,0.0,0.0,0.10714,3.708,11.27979,0.0,0.0,125.0,57.18509,0.00035,0.41,2.26,0.17734,0.344269,0.3024872211851579,434.09397380670936,0.19229146018260163,148.22444748217927,0.07791481217422834,77828.5680694281,4.635933301075034,0.16727749979132886,2.1936277015493335,0.18352587185063565,83.72600489044822,0.17357215548363855,39.95430256407938,34217.66979764421,0.5476995388740834,0.8806309803921568,0.174926893610584,6.232976466049383,0.2026929771029779,98.2325214014215,0.2178310079412067,0.12239679310698988
89,89,65.0917,13.5992,57,18.4555,0,116,121,15,131,18,1.04104,61.26253,0.0,0.0,0.14286,3.726,11.44765,0.0,0.0,125.0,57.17019,0.00035,0.41,2.402,-1.0,0.3654,0.3032294628288653,434.26244782357156,0.19227109482254093,148.36544203498568,0.07792229723034924,78081.42219867224,4.555450046768247,0.1666731299395545,2.195605799370503,0.1834143872852307,83.6928037961483,0.1729357442755289,39.90731830361449,34908.29345086282,0.5454819128308485,0.8827090196078431,0.17511465192085907,6.077932098765432,0.20257494399162748,96.31139351751813,0.21799953808945094,0.12245809786522657
90,90,65.2108,13.0812,58,17.4979,0,116,121,15,131,18,1.05306,61.38575,0.0,0.0,0.03571,3.715,11.6806,0.0,0.0,125.0,57.17551,0.00032,0.4,2.38,-1.0,0.388116,0.303595963816188,434.43861982295493,0.19242397260836017,148.51003926062842,0.07790999451252596,78196.05760098537,4.613827899874517,0.16631096780681973,2.3729518547756068,0.1833126506597806,83.64187334467168,0.17292872357374448,39.67784759144724,34830.65648626328,0.5476995388740745,0.8841866666666666,0.17564479455564042,6.039448302469136,0.20244013683138642,96.30815423028847,0.2180855392460991,0.12253485564356134
