,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,cubcol.0,cubcol.0.5,cubcol.0.6,fft,cubrow.0.5,temporal,cubrow.0,noise,movement,saturation,cubcol.1.0,cubrow.1.0,tone,cubrow.0.6,color_fulness,cubrow.0.3,uhdhdsim,blur,cubcol.0.3,staticness,blockiness
45,45,48.2243,3.19478,22,5.41863,0,116,133,5,125,5,0.99372,43.05916,0.0,0.0,2.92857,4.861,2.59495,0.0,0.0,127.0,55.23732,0.00014,0.29,0.994,-1.0,9.590628,89.36116754873015,0.005810562041918524,0.13950606580454938,0.14475309325644908,66950.10579963321,0.25500460945185716,2.0007175040773246,0.10323962916283042,0.17704898424768634,2.259789737654321,33.576553909866895,0.005804560516037506,0.13614065952145576,0.7635670588235295,0.11853899474085768,161.67982606027897,0.21017228286727424,92.16009811375866,22985.92654493252,0.00997299540779862,606.8142490361571,2.220510630981968
46,46,47.2905,3.50798,22,5.03772,0,116,132,5,125,5,0.99926,42.25286,0.0,0.0,2.39286,4.945,2.70741,0.0,0.0,127.0,55.21511,0.00021,0.29,0.938,-1.0,9.583525,88.5109918018441,0.005833584303476006,0.13974817948919205,0.14478851689579755,66644.89866395258,0.25486576180987025,2.009252405475595,0.10315600069443889,0.18310765126996872,2.1511381172839505,33.56230691038532,0.00581202629518851,0.13544691494035643,0.7635670588235295,0.11860861283105391,161.4934963222545,0.20999200807991047,92.37489722570812,21567.445902050815,0.009953277458763985,606.8589922140876,2.1978078112631763
47,47,47.8088,3.61922,22,4.9613,0,116,132,5,125,5,0.98872,42.68549,0.0,0.0,2.5,4.931,2.98226,0.0,0.0,127.0,55.26291,0.00022,0.29,0.99,-1.0,9.586886,90.93879875149536,0.00580024272641074,0.13935571375735564,0.1448818449772656,66893.59668403602,0.2548511569217357,2.029622092211099,0.1031406004349221,0.1792666102909044,1.9054783950617284,33.600623236762154,0.005804690809051362,0.13475206059446262,0.7635670588235295,0.11875124976056917,161.39083138381417,0.20988826296070032,92.29080755091489,22571.826741698733,0.009943480165743037,606.9357721605527,2.28338836837351
48,48,48.5748,3.67452,22,5.17737,0,116,132,5,125,5,0.98178,43.34319,0.0,0.0,2.67857,4.847,3.07561,0.0,0.0,127.0,55.27761,0.00022,0.29,0.954,0.51466,9.73384,88.45528711117132,0.0057971544075519,0.13882570706479141,0.1450585381463304,67091.09761028057,0.2548546714257114,2.01532037247275,0.10317564882826463,0.17704898424767637,1.7218364197530864,33.589406331380204,0.005802840259459018,0.13411590587025138,0.763604705882353,0.11896650383574044,161.36912791359555,0.2098563186323821,92.02550630475292,23787.39230674576,0.009930931464664429,606.980984629579,2.2214767206003514
49,49,47.9257,3.63457,22,5.2875,0,116,133,5,125,5,0.97268,42.79621,0.0,0.0,2.64286,4.886,3.13055,0.0,0.0,127.0,55.30326,0.00018,0.29,0.999,-1.0,9.63139,90.85486352854197,0.005784011819586675,0.13861541752385226,0.1451683426727184,66884.1249456932,0.2548238349699987,2.034143159606944,0.10318227460224721,0.17704898424767643,1.6235050154320987,33.64923058027103,0.005796482750922522,0.13353910499391675,0.7635670588235295,0.11902077564031571,161.3840788423933,0.20972223778897706,92.26413649694746,22522.122663954604,0.009936688182665798,607.031412239415,2.3367205974791965
50,50,47.2163,3.84727,21,4.86871,0,116,132,5,125,5,0.98808,42.17501,0.0,0.0,2.53571,5.073,3.08679,0.0,0.0,127.0,55.29267,0.00025,0.29,0.966,-1.0,9.654436,90.30693620354137,0.005794619181683128,0.13868145722678793,0.14527878630540128,66508.7559429,0.25465818862352413,2.060897322819786,0.10315996852118269,0.18532527731318957,1.6951195987654322,33.54280222198109,0.005794787446196342,0.1330167093593905,0.7633745098039215,0.11898435219112033,161.2949790718738,0.2094992429838149,92.44699107973483,21490.540729166423,0.009924393685652056,607.0580561927792,2.24823257735161
51,51,47.67,3.74402,21,5.27827,0,116,132,5,125,5,0.99025,42.53827,0.0,0.0,2.5,4.917,3.27556,0.0,0.0,127.0,55.35055,0.00024,0.29,0.916,-1.0,9.619909,91.9691011293212,0.005787178172649003,0.138246253228392,0.14539116601064778,66793.2610033013,0.2546339516730931,2.112245864921648,0.10312910819806813,0.17926661029090485,1.7572337962962963,33.62282458646798,0.005797894149963106,0.1323374880931731,0.7635670588235295,0.1189129860605466,161.3467282392493,0.20933714081192303,92.22465180577845,22567.3424497912,0.009897377777354914,607.0921436478015,2.4375028439855346
52,52,48.3563,3.64004,22,5.00041,0,116,133,5,125,5,0.9941,43.15022,0.0,0.0,2.17857,4.852,3.18429,0.0,0.0,127.0,55.37201,0.00025,0.29,0.974,-1.0,9.601427,88.30757220308202,0.005800830738249817,0.1382401176338428,0.14552988247706727,66926.96029990584,0.25459779592971843,2.128757759833523,0.10318542530357239,0.18310765126996864,1.8439911265432098,33.68033609272521,0.005777756308576917,0.13169069421413576,0.7635670588235295,0.11889210171519755,161.44284377855448,0.2092200185017811,92.07058936323575,23472.17416665142,0.009890885620947991,607.0979845824329,2.15074083861335
53,53,47.8257,3.57994,22,4.6305,0,116,132,5,125,5,0.99366,42.69546,0.0,0.0,2.78571,4.884,3.09659,0.0,0.0,127.0,55.38562,0.00021,0.29,1.019,-1.0,9.599376,91.1494072015126,0.005797790517145654,0.1384561203162197,0.14566612972924983,66798.61390596179,0.25453874482288735,2.112947316095862,0.10317410112026204,0.17704898424767626,1.9572241512345678,33.606724491825815,0.005787027813057437,0.1310853579268556,0.763336862745098,0.11892486152398013,161.44831759915357,0.20906948996531508,92.11763533127338,22625.909031632007,0.009880794852008233,607.1010520647005,1.971737728355852
54,54,48.0486,3.408,22,4.04842,0,116,133,5,125,5,1.00003,42.88553,0.0,0.0,2.32143,4.882,3.04347,0.0,0.0,127.0,55.38764,0.00024,0.3,0.998,-1.0,9.593983,88.3786341645218,0.005796621255280755,0.13822407922511662,0.14583905668571687,66977.52439517723,0.2545396704037275,2.10443800964052,0.10318315088690577,0.17926661029090638,2.1379726080246915,33.62918750150704,0.005788720405470111,0.1305007178151137,0.7635670588235295,0.1189798124895678,161.58449028924454,0.2089412585293896,92.10718459514163,23011.294726078093,0.009886996813798355,607.0788429129442,2.1229376878868695
55,55,47.829,3.45962,21,3.95324,0,116,132,5,125,5,0.99523,42.69724,0.0,0.0,2.89286,4.911,2.89055,0.0,0.0,127.0,55.40245,0.00023,0.29,1.024,-1.0,9.63086,88.3191717336792,0.0057994444622663024,0.13779243318939588,0.14594814207229925,67009.04941824221,0.25456497006307854,2.0990978015576394,0.1031879334888523,0.18148423633413838,2.429639274691358,33.57454182189188,0.005793775120719623,0.13011016473846293,0.7635670588235295,0.1190161070114525,161.4397735173727,0.20877335175695985,92.15115652530314,22701.246396591556,0.009882264092063808,607.0502814417974,2.1073947826629817
56,56,47.9261,3.32479,21,4.13491,0,116,132,5,125,5,0.99488,42.77271,0.0,0.0,2.42857,4.901,2.93739,0.0,0.0,127.0,55.38896,0.0002,0.29,0.966,0.50707,9.65701,88.46219462400737,0.005802443297651485,0.13767501274635377,0.14608941300787298,66965.1487328108,0.2545078920451399,2.1096011824322987,0.10318668794702555,0.17926661029090374,2.66015625,33.56162591628086,0.005776203334683277,0.1296630248163837,0.763604705882353,0.11895926914818157,161.783049575159,0.2086827029351484,92.13754475539515,22800.08099100839,0.009855563678294028,607.0056349910981,1.9447950168892345
57,57,48.0789,3.02982,22,4.00411,0,116,132,5,125,5,0.98882,42.9209,0.0,0.0,2.25,4.839,2.82095,0.0,0.0,127.0,55.40301,0.00022,0.29,1.008,-1.0,9.539382,88.45012552887944,0.005786354759341554,0.13786011953528787,0.14621040782661146,66927.01669363392,0.2545326617664365,2.0854616828924852,0.10317498010946606,0.1792666102909067,2.882716049382716,33.59047218605324,0.005797997739201595,0.12921703045242314,0.7635670588235295,0.11890996643826919,161.6567853493666,0.20880073255891535,92.07085320365107,22942.12609364057,0.009860769958603225,606.9518744356834,2.0079402488146387
58,58,48.2386,3.05142,22,3.71914,0,116,132,5,125,5,0.98041,43.05457,0.0,0.0,2.71429,4.85,2.56444,0.0,0.0,127.0,55.38607,0.00024,0.29,1.013,-1.0,9.666131,92.18921863062609,0.005793506780348865,0.13802430997271933,0.14633619023423589,66956.383834997,0.2545268356326006,2.0355121870632775,0.10317217132926772,0.17926661029089874,3.0734471450617282,33.600770738389755,0.005795293669077122,0.12884462616783296,0.7639400000000001,0.11885573463416245,161.54957620626055,0.2089739617220493,92.05917342995096,23135.027175899693,0.009859240435504818,606.8740054557983,1.999337848918748
59,59,48.2589,2.8935,22,3.88325,0,116,132,5,125,5,0.98368,43.07933,0.0,0.0,2.17857,4.857,2.58229,0.0,0.0,127.0,55.40109,0.00025,0.29,0.974,-1.0,9.59826,89.63040374963396,0.005774461091328823,0.1375463435181085,0.14642957300934267,66893.13311417623,0.2545169599337053,2.042107260660715,0.1031562871376726,0.17704898424767648,3.270929783950617,33.6091244544512,0.005797112965600039,0.12843052466888644,0.7638796078431372,0.11883792542549688,161.68979171387454,0.20912029047920083,92.01784390850781,23160.41388484417,0.009860447043386138,606.7966928773815,2.059205184407908
60,60,48.309,2.89272,22,3.63235,0,116,132,5,125,5,0.99246,43.11749,0.0,0.0,2.42857,4.841,2.44574,0.0,0.0,127.0,55.35787,0.00019,0.29,0.953,-1.0,9.651083,93.26806707957832,0.005796779525105167,0.13739873802759153,0.1469180088860228,66885.71842745577,0.25445909835566827,2.024252985150558,0.10317185064256591,0.17704898424767523,3.5104648919753085,33.595400586540315,0.005775084898907973,0.1272029372946774,0.7641325490196078,0.11896807103525898,161.7557761647054,0.20933520764959115,91.92408822384525,23251.386032019353,0.0098606003010711,606.6968616180845,1.9454876443659879
61,61,48.2784,3.01973,22,3.57111,0,116,132,5,125,5,0.99193,43.08897,0.0,0.0,2.60714,4.856,2.4431,0.0,0.0,127.0,55.29746,0.0002,0.29,1.035,-1.0,9.561415,89.68286374017522,0.005767781924107263,0.13723482287570088,0.14738993027537622,66963.51389704744,0.254626012352453,2.04265699400673,0.10322055356035009,0.17483135820445014,3.724778163580247,33.54783310124903,0.0058080718045489055,0.12605727749516266,0.7633439215686275,0.11909681943760586,161.76068779652886,0.20967684773368672,91.94488223390715,23173.96763308228,0.009878584953032477,606.6074297637628,2.0092154451777993
62,62,48.2706,2.70495,22,3.66204,0,116,132,5,125,5,0.99229,43.08309,0.0,0.0,2.32143,4.875,2.5582,0.0,0.0,127.0,55.26489,0.00022,0.29,0.947,-1.0,9.583013,89.92719145597825,0.005775253944445866,0.13685117629787233,0.14796914689323848,66873.00556146425,0.2548296274932933,2.0473298724146733,0.10330782901358299,0.17704898424767815,3.868827160493827,33.64083504382475,0.005765661055329474,0.12482215896113369,0.7641403921568628,0.11919892684396743,161.64474358940026,0.21012020826370278,91.9200085201758,23140.483506922967,0.009872172284120882,606.4918068124078,1.9540322528148557
63,63,48.2864,2.69189,22,3.49118,0,116,132,5,125,5,1.00391,43.09774,0.0,0.0,2.5,4.854,2.2807,0.0,0.0,127.0,55.24092,0.0002,0.29,0.992,-1.0,9.532662,93.15805648432631,0.005740857414622627,0.13647997020151087,0.1485369385487447,66851.94687209389,0.25494503708916355,1.9609809394422901,0.1033223612689035,0.17704898424767523,3.9693769290123457,33.69875985604745,0.005784422478709415,0.12359582853117591,0.7635145098039218,0.11933449552526566,161.2430072115682,0.21049771526844718,91.91124705950342,23096.361932867443,0.009876014913484481,606.3867675488367,1.7919691234623878
64,64,48.2583,2.60979,22,3.34248,0,116,132,5,125,5,0.99411,43.07254,0.0,0.0,2.35714,4.847,2.27236,0.0,0.0,127.0,55.20125,0.00022,0.29,0.988,0.5099,9.547919,91.77718370418734,0.005735125210770653,0.1362598970088067,0.14905458903895322,66898.08372378135,0.255001861624729,1.9372678408632087,0.10330774891097023,0.1792666102909045,4.070505401234568,33.656535395869504,0.0057980573328874595,0.12233662984340415,0.763596862745098,0.11924759949991365,161.66116570773585,0.2108086999448051,91.97511958539748,23055.729924766612,0.009863840676002681,606.2705586032575,1.907984653482735
65,65,48.3852,2.38198,22,3.41863,0,116,132,5,125,5,0.98312,43.18811,0.0,0.0,2.42857,4.838,2.19586,0.0,0.0,127.0,55.25312,0.0002,0.29,0.996,-1.0,9.535642,92.52522715090802,0.005750924198033996,0.13591737342309226,0.14958952519951346,66929.81242230869,0.2550785349321109,1.90965534394681,0.10331394842213618,0.17926661029090693,4.174623842592593,33.69904449839651,0.005802339423659662,0.12112877569645851,0.7641537254901962,0.1193192462316177,161.34470811125055,0.2111368988292656,91.9029756679224,23225.460489967656,0.009835523857089579,606.1500949756958,1.8497898195980977
66,66,48.3859,2.61842,22,3.18135,0,116,133,5,125,5,0.99015,43.19148,0.0,0.0,2.92857,4.831,1.99986,0.0,0.0,127.0,55.20208,0.00022,0.29,1.036,-1.0,9.521657,89.7659768117962,0.0057297446558020795,0.13572147518611533,0.15016774444787043,66804.08548785953,0.25525132967730707,1.8425786629382275,0.10334437777571724,0.18310765126997072,4.165557484567901,33.69051577721113,0.005803778444494748,0.11995604815424422,0.7641701960784315,0.1193673810460587,161.7186381895496,0.2115344718536984,91.89309683278844,23120.34261959663,0.009826595544473102,606.0138653604781,1.9514465486440173
67,67,48.4352,2.54602,22,2.97813,0,116,132,5,125,5,0.99445,43.24201,0.0,0.0,3.0,4.858,2.20543,0.0,0.0,127.0,55.19724,0.00022,0.29,0.938,-1.0,9.599597,86.31252103382396,0.005731758192089389,0.13566450629684837,0.1506986829443047,66778.78161036692,0.2553243625256033,1.801693563786047,0.10338290452471574,0.17926661029090396,4.028742283950617,33.62125010549286,0.005803495289223667,0.11863184883654986,0.7645125882352941,0.11950244914674456,161.90116990048796,0.21185595011818917,91.9252433823958,23190.74916666375,0.009841179124664444,605.8979224036988,1.854566865112546
68,68,48.4354,2.35524,22,3.03371,0,116,133,5,125,5,0.98952,43.24431,0.0,0.0,2.5,4.815,2.14504,0.0,0.0,127.0,55.14567,0.00022,0.3,0.962,-1.0,9.665597,91.6601397569456,0.005720780478040028,0.13567614636919997,0.15124165104832338,66785.78948079803,0.2553585708308884,1.772378093473365,0.10336098676568611,0.18310765126997228,3.908757716049383,33.68321397569444,0.00580547958610936,0.11739196329020032,0.7641325490196078,0.11965093704352409,161.74733444612343,0.21208962600429665,91.91795218120458,23130.172769900768,0.009857693594291197,605.7704964712744,1.9463289266000867
69,69,48.4411,1.97438,22,2.97484,0,116,133,5,125,5,0.98784,43.24831,0.0,0.0,2.96429,4.889,1.97256,0.0,0.0,127.0,55.0555,0.00022,0.3,1.034,-1.0,9.573432,90.8475144980275,0.005731734791405694,0.13585108933965329,0.1516332787235812,66783.361047592,0.2554931307273203,1.741426538839608,0.10335648532171385,0.18310765126996986,3.6940586419753085,33.65344351309317,0.005809794018303772,0.11633641736052802,0.7630690196078432,0.11974509531991254,162.22960778297735,0.21246174973570273,91.9252828041985,23161.750835092716,0.009859857985932259,605.6599626018753,2.078648974698848
70,70,48.4444,1.64671,22,2.86743,0,116,133,5,125,5,0.99177,43.25273,0.0,0.0,3.46429,4.854,1.64105,0.0,0.0,128.0,55.02586,0.00015,0.29,0.953,-1.0,9.645885,87.47887464279192,0.005723598263311651,0.13567068633276552,0.15202500798700472,66847.16204108867,0.2556716081841914,1.6959886899141965,0.10340851214974929,0.18532527731319925,3.4772376543209877,33.70483643331645,0.005804656724555658,0.11512896080255207,0.7630529411764706,0.11993786426509298,161.76387979253366,0.21290416530030298,91.9160756124729,23198.03476245315,0.009866566491378565,605.5412208535973,2.1666589489499692
71,71,48.4522,1.56572,22,2.72922,0,116,133,5,125,5,0.99528,43.26123,0.0,0.0,2.14286,4.814,1.34419,0.0,0.0,128.0,54.97888,0.00024,0.29,0.978,-1.0,9.674894,90.12068578474224,0.00575342922856194,0.13582794322484323,0.15226126062830475,66830.42837497669,0.25580976353754065,1.6196583422364519,0.10347382561747775,0.1792666102909061,3.3828125,33.69524035041715,0.005827637569255042,0.11423916273822599,0.7622278431372549,0.12004109860378079,161.99705979954422,0.2133163544198064,91.94710068648304,23147.749211004142,0.00990469640625047,605.4367964248505,2.086531392814601
72,72,48.4432,1.55208,22,2.70727,0,116,133,5,125,5,0.99932,43.25371,0.0,0.0,2.39286,4.836,1.27032,0.0,0.0,128.0,54.94167,0.00022,0.29,1.021,0.5126,9.6357,89.08162631993399,0.005728252412612768,0.13581682800833966,0.15238774534235425,66762.43446465197,0.25574224197199746,1.597347871466771,0.10342836022723745,0.18532527731319667,3.1254340277777777,33.61145942593799,0.005837084148168442,0.11340690337734569,0.7622654901960784,0.12017868312129397,162.1234185175783,0.21353123473034608,91.92195994004543,23167.3971643509,0.009921434921245502,605.3246390635286,2.042680039605442
73,73,48.397,1.52104,22,2.43516,0,116,133,5,125,5,0.99794,43.21668,0.0,0.0,2.39286,4.829,1.25678,0.0,0.0,128.0,54.91943,0.0002,0.3,1.026,-1.0,9.683191,88.03666075233158,0.005743780631986482,0.13600004058359327,0.1524369182518007,66803.44220799491,0.2559101464067914,1.6184520556158468,0.1033916309745799,0.18310765126997097,2.8542148919753085,33.71058108482832,0.005828669377478017,0.1126680637053399,0.7613647058823529,0.12032145205793299,162.04111806642527,0.2138126576802412,91.9371754713402,23095.333250264564,0.009907082745801104,605.2349038901021,2.109691773810283
74,74,48.4198,1.68954,22,2.48175,0,116,133,5,125,5,1.00112,43.2321,0.0,0.0,2.17857,4.797,1.23331,0.0,0.0,128.0,54.89832,0.00016,0.29,1.076,-1.0,9.682491,90.77249582770384,0.005730508321990233,0.13580881493012809,0.15257164527838304,66897.29806892005,0.2560510542780365,1.6192943020895971,0.10339533384343977,0.18310765126996562,2.5439332561728394,33.7377534089265,0.005830777987274413,0.11194499152493635,0.7616623529411765,0.12052694782156143,162.0480517184321,0.21425386361596122,91.90388859122721,23148.66091220039,0.0099059640901196,605.140660333858,2.1653739469487747
75,75,48.363,1.84095,22,2.63129,0,116,133,5,125,5,0.99477,43.18275,0.0,0.0,2.39286,4.843,1.3807,0.0,0.0,127.0,54.88676,0.00018,0.29,1.009,-1.0,9.711784,88.53985763670939,0.00572080517689799,0.13541483560169826,0.1526813887048104,66784.60795494592,0.2561623137762897,1.6770523729984808,0.10342443707854601,0.18310765126997194,2.2043306327160495,33.577394273546005,0.0058130945866202354,0.11116245038036922,0.7613498039215686,0.12074877247084909,162.36939616642397,0.2146225410346055,91.9462864383195,23097.561320969446,0.009909688697148141,605.0596331022757,2.122049607355479
76,76,48.3269,1.76021,22,2.54736,0,116,133,5,125,5,0.99769,43.15186,0.0,0.0,2.57143,4.787,1.52207,0.0,0.0,127.0,54.88467,0.00017,0.29,1.046,-1.0,9.673226,91.3217317323959,0.005701735492542369,0.13513176631437213,0.15277762249277935,66902.58932159131,0.25620470253971767,1.7339163905398427,0.10336978035949007,0.18754290335642068,2.0653935185185186,33.710606139383195,0.005811310745993369,0.11054826960338104,0.7618925490196078,0.1208344138462963,162.0003688327355,0.21489290128609928,91.92927348630592,23103.846103221455,0.009921492876559338,604.9754885669566,2.0175563177544356
77,77,48.3277,1.84799,22,2.78088,0,116,133,5,125,5,0.99058,43.14973,0.0,0.0,2.42857,4.809,1.4474,0.0,0.0,127.0,54.8863,0.00021,0.29,0.929,-1.0,9.615689,89.0455740439286,0.005703735517565074,0.13480625412938793,0.1528425109878457,66926.4167449252,0.25623941357748403,1.723003574994679,0.10333212202757129,0.1831076512699706,1.7588252314814814,33.738275221836425,0.005805690118656082,0.1099264520291357,0.7617,0.1210216905074901,161.9572588125287,0.21526023044980386,91.89641344825517,23127.78759060593,0.009900335727036644,604.9125045201115,2.0838177532800164
78,78,48.2496,1.97512,22,2.84276,0,116,133,5,125,5,0.98761,43.08257,0.0,0.0,1.96429,4.799,1.52892,0.0,0.0,127.0,54.8738,0.0002,0.29,1.012,-1.0,9.643647,87.90464839021794,0.005710684214986417,0.13447493340717187,0.1529863095517199,66905.78874686177,0.2563073137710662,1.733913470178919,0.10335343101100375,0.1853252773131966,1.4916087962962963,33.69914302119502,0.00582598511515123,0.10986181311938957,0.7619301960784314,0.12115320509674485,162.03658522695713,0.21556940468892274,91.94051029901402,23002.646619750958,0.009897509611248061,604.8411236106565,1.7960917728442203
79,79,48.241,2.16795,22,2.84793,0,116,133,5,125,5,0.99143,43.07526,0.0,0.0,2.17857,4.81,1.63806,0.0,0.0,127.0,54.88693,0.0002,0.29,0.98,-1.0,9.627367,89.16155548546178,0.0057113634221217895,0.13401835887218944,0.15308701337159333,66855.86089385093,0.2562699509992973,1.7826692779010997,0.10334859899443001,0.18532527731320256,1.2472511574074074,33.76753008807147,0.005828704667456365,0.10988505552803363,0.7618925490196078,0.1212283724463712,162.0133046735176,0.21584796414821875,91.94726292414816,22998.448186723574,0.009889466276241241,604.7925275488129,1.9745504341665376
80,80,48.1927,2.26596,22,2.88124,0,115,133,5,125,5,0.99577,43.0251,0.0,0.0,2.32143,4.793,1.81274,0.0,0.0,127.0,54.88338,0.00025,0.29,1.035,0.50604,9.677962,87.5136696110765,0.005706170075949904,0.1335075767479472,0.15311158510878295,66881.90385973062,0.2562015934534589,1.8394938057573755,0.10339009125039798,0.18310765126997963,1.0653452932098766,33.73288284113378,0.0058288628243940745,0.10982234834693269,0.7628011764705882,0.1212658211303647,161.8875621613079,0.21605924091971812,91.9278491905768,22993.1952235366,0.00990097480296427,604.7408429773375,1.8208313506073557
81,81,48.1512,2.42476,22,3.03292,0,116,133,5,125,5,0.9906,42.9917,0.0,0.0,2.10714,4.85,1.8934,0.0,0.0,128.0,54.91245,0.00019,0.29,0.976,-1.0,9.588618,89.61089382937601,0.0056973197003768175,0.13293291606650554,0.15315989768786817,66911.18791101288,0.2562727742010237,1.8589593351310247,0.10333043020353934,0.18532527731319717,1.1123649691358024,33.84892272949219,0.005868471084198985,0.10979345320371091,0.7630015686274509,0.12136828524735117,161.50970931978324,0.2162732739130881,91.96689158199037,22977.887584842265,0.009897115194780185,604.6978639954339,1.797232486856475
82,82,48.0235,2.80271,21,3.39643,0,115,133,5,125,5,1.00013,42.87409,0.0,0.0,2.57143,4.82,2.03648,0.0,0.0,127.0,54.86085,0.00018,0.29,1.046,-1.0,9.655458,85.47602726017391,0.005718593430213859,0.13242245961646182,0.153253594059012,66837.83579997355,0.25629072374541534,1.9259718599846352,0.10334599182525044,0.18310765126997533,1.0512152777777777,33.771697998046875,0.005840301684692718,0.1098997710320634,0.7630313725490196,0.12146998296880922,161.7709098216016,0.2164502132588511,92.02095391576584,22807.29858365431,0.00990168702737105,604.662156204156,1.926363399567358
83,83,47.9722,3.00595,21,3.52097,0,115,133,5,125,5,0.99631,42.82718,0.0,0.0,2.0,4.858,2.36352,0.0,0.0,128.0,54.88544,0.00017,0.29,1.006,-1.0,9.646154,90.01908055813095,0.005703952194524886,0.13194670543502046,0.1532875903091174,66775.68707645054,0.25624869812918705,2.0226377650994714,0.10330481202576475,0.1831076512699659,1.132764274691358,33.77824665587625,0.005869542279435397,0.1099111855417003,0.7630313725490196,0.12154797446554173,161.52788201186058,0.21655808448027175,92.00072039440288,22757.569235957748,0.00989755767078047,604.635910076332,1.7759398130743218
84,84,47.9216,3.2336,21,3.59695,0,115,133,5,125,5,0.98413,42.78246,0.0,0.0,2.57143,4.864,2.54886,0.0,0.0,127.0,54.87536,0.00017,0.29,1.009,-1.0,9.673918,89.20649994430187,0.005717125136865795,0.13132432636938296,0.15331858811012297,66819.20801376978,0.25611406658476243,2.060596374903996,0.10321911782977633,0.1831076512699721,1.2351948302469136,33.77897757071036,0.0058560231826573226,0.10980394884894128,0.763596862745098,0.12145659603967568,161.59448416468607,0.21657693960070473,92.06220984816794,22720.262152469142,0.009882382240927757,604.6099139336889,1.871769069261356
85,85,47.8909,3.30407,21,3.69542,0,115,133,5,125,5,0.99594,42.74822,0.0,0.0,2.21429,4.831,2.74273,0.0,0.0,127.0,54.87428,0.00022,0.29,0.969,-1.0,9.669567,89.14479466079742,0.0057366936908479615,0.1310741825122269,0.15333950289795095,66809.87059070554,0.2561061585735496,2.157349014668358,0.10318828899301714,0.18310765126997072,1.3757716049382716,33.82074897671924,0.005843139672180299,0.1096874788044725,0.7635670588235294,0.12129280863256207,161.49932172096513,0.2166508174989145,92.06803367427528,22663.008557061545,0.009883509400089911,604.6047606939949,1.955104450278359
86,86,47.8527,3.22849,21,3.8482,0,115,133,5,125,5,0.99505,42.70935,0.0,0.0,2.53571,4.872,2.80499,0.0,0.0,127.0,54.86168,0.00019,0.29,1.049,-1.0,9.633677,92.43898384459602,0.005734126377088838,0.13086047920891342,0.15335476445849655,66746.8115567361,0.2560922757363573,2.1498121373925323,0.10322958452397235,0.18532527731319323,1.4750675154320987,33.76319301275559,0.0058556351439459295,0.10886850829723012,0.763596862745098,0.12127726546854153,161.45938385624032,0.2168261587981594,92.09976611988124,22588.703568486133,0.009847080161347608,604.5945793643745,1.8919266419861438
87,87,47.6928,3.32217,21,4.15643,0,115,133,5,125,5,0.99532,42.57869,0.0,0.0,2.42857,4.845,2.73821,0.0,0.0,127.0,54.87425,0.00015,0.3,0.986,-1.0,9.691769,92.2466588284385,0.005756406608412093,0.13026813191843306,0.15335696568432647,66732.5382326645,0.25598159333611264,2.11043544255721,0.10322918700199106,0.17926661029090885,1.525462962962963,33.78189501350309,0.005850186567207512,0.10770146618044923,0.763596862745098,0.12120301765363072,161.52863287827515,0.21691520458690047,92.15584706458144,22361.2344733457,0.009822756979699658,604.5973053415846,1.973197691442488
88,88,47.4556,3.34785,21,4.41332,0,115,133,5,125,5,1.00403,42.36576,0.0,0.0,2.5,4.859,2.81837,0.0,0.0,127.0,54.83755,0.00026,0.29,0.985,0.51595,9.621584,92.45466070796982,0.005765145794062946,0.12966304760903566,0.1533692454786453,66734.63630726525,0.2558027136754969,2.1615612332341123,0.1031694205613709,0.18532527731319706,1.5498649691358024,33.69481611840519,0.005850069210837717,0.10687056945576852,0.763596862745098,0.12111926956938737,161.67504124968653,0.21671680504684435,92.15105520919899,22118.7280764714,0.00982205265271549,604.5951259079725,1.8898200255919233
89,89,47.376,3.43689,21,3.99344,0,115,133,5,125,5,0.99648,42.29575,0.0,0.0,2.67857,4.869,2.8403,0.0,0.0,127.0,54.86624,0.00024,0.29,1.027,-1.0,9.629632,89.58280570567092,0.005707094517318702,0.12913012547235728,0.15340465866946928,66784.67753530382,0.2556918913978743,2.1218069389588656,0.10311080546780925,0.17926661029090818,1.5750385802469136,33.7221504493996,0.005850365996274772,0.10599758813574851,0.763596862745098,0.12095633112393835,161.61793270227864,0.21647562223839886,92.26963346650959,22053.398240719263,0.00980401129878146,604.6134448731724,2.068276826982085
90,90,47.3963,3.92708,21,4.22187,0,115,133,5,125,5,0.99392,42.30715,0.0,0.0,2.53571,4.847,2.91773,0.0,0.0,127.0,54.85751,0.00019,0.29,0.977,-1.0,9.59958,93.24452021373634,0.005724478575752284,0.12853590640035142,0.15347355897444848,66873.23401624765,0.25564461326583626,2.1289452528565627,0.1030417309810906,0.18310765126997133,1.595727237654321,33.73583551100743,0.005884633520844597,0.10495887375674927,0.7636494117647059,0.12080250823073914,161.6244797440304,0.21634671522552756,92.21404486189984,22142.16099146894,0.009771573841779499,604.6202950996222,2.2738726239745817
