,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,temporal,cubcol.0,blockiness,staticness,cubcol.0.3,cubrow.1.0,saturation,contrast,color_fulness,cubrow.0.3,fft,movement,cubrow.0.6,blur,cubcol.1.0,cubrow.0.5,cubcol.0.6,cubrow.0,uhdhdsim,cubcol.0.5,noise
84,184,65.5174,5.90379,29,4.82345,0,104,131,7,125,5,0.9944,58.53099,0.0,0.0,4.5,3.986,4.74871,0.0,0.0,126.0,59.00829,0.00031,0.29,1.37,-1.0,7.714168,0.8588235294117648,2.2225164012458007,0.005106505558694187,1.9230933933243048,523.5951846587072,0.01686979754844234,0.09317969487238437,31.500078366126544,91.59424275553833,160.14907446792552,0.25886440223072676,69523.88976051839,1.7495177469135803,0.12922317275306855,60231.3139658508,0.005293320922911394,0.15788108181388733,0.22136440302012664,0.10384657438415981,90.0385935533379,0.21320705064342596,0.19966023740101888
85,185,65.3506,6.41869,29,5.10575,0,104,131,7,125,5,0.98762,58.38898,0.0,0.0,4.42857,4.003,5.04855,0.0,0.0,126.0,59.06967,0.00023,0.29,1.417,-1.0,7.629004,0.8585258823529412,2.271849677702319,0.005107631876918026,1.7957563170506559,523.4654820852687,0.01684406268846011,0.09300674366820638,31.476054438838254,93.27263997418571,160.01523325993668,0.2588138434412719,69480.1823398098,1.9112172067901234,0.1289458345512394,59944.69040266323,0.005308239699965182,0.15794429723201467,0.2213440766416276,0.10382286076574405,90.07038218985494,0.21319963034301556,0.19966023740101857
86,186,65.101,6.8177,29,5.95888,0,104,131,7,125,5,0.99185,58.17794,0.0,0.0,4.21429,4.005,5.49016,0.0,0.0,126.0,59.05754,0.00026,0.29,1.522,-1.0,7.683289,0.8579752941176473,2.3147915739574043,0.00511980392816718,2.0397998251252436,523.3398791505102,0.01681764638305977,0.09299511228748836,31.556664926034433,90.218002438644,160.4832737705578,0.25879217920551506,69536.91339907842,2.0735435956790123,0.1286654493823472,59252.56371591048,0.005317590529105343,0.1579363197547618,0.221368521271875,0.10380960256446906,90.10171265827759,0.21319874510531173,0.19966023740101888
87,187,64.6671,6.996,29,5.9363,0,104,131,7,125,5,0.98821,57.82375,0.0,0.0,4.57143,4.004,5.8366,0.0,0.0,126.0,59.06651,0.00022,0.29,1.373,-1.0,7.675355,0.8585258823529412,2.3580479858344576,0.005141621535719934,1.8508740644537824,523.2324956400628,0.01679970541828058,0.09290592470721902,31.44773582175926,93.65907196978976,159.6271369394315,0.2587671219900553,69535.69936871064,2.1555266203703702,0.1278512202941359,58110.17274544891,0.005312779707714269,0.1579634242939078,0.2213320017025556,0.10382968575541576,90.22381922816977,0.21319984871674882,0.19966023740101912
88,188,64.3874,7.0348,29,5.42958,0,104,131,7,125,5,0.98506,57.57583,0.0,0.0,4.21429,4.021,5.99103,0.0,0.0,126.0,59.1507,0.00023,0.29,1.453,0.44727,7.756188,0.8585258823529412,2.4243747801950257,0.005129565469171359,1.804359063503642,523.115518880129,0.016804023061087654,0.09289217162514082,31.45505231692467,90.8939925916908,160.89915860100996,0.2587879466147598,69516.75460327142,2.3130304783950617,0.12727018583034874,57432.103967668845,0.005306529849928649,0.15791445693095169,0.221328003225449,0.10384991411437602,90.2941757176079,0.21318210168716883,0.1996602374010199
89,189,64.6786,7.08395,29,5.24031,0,105,131,7,125,5,0.97625,57.84683,0.0,0.0,4.57143,4.002,6.02737,0.0,0.0,126.0,59.29809,0.00025,0.29,1.415,-1.0,7.635311,0.8594039215686275,2.4396577910852337,0.005163338980915336,1.8254451083491026,522.995462378967,0.01677090252023285,0.09283580548797092,31.473928380895543,93.66709032444959,161.54827832540929,0.2588847250102729,69661.35901347737,2.467062114197531,0.12692019440646882,57943.88338867597,0.005293919459035196,0.15790659161376142,0.2212852370889725,0.10385437928252314,90.2498862978409,0.21319638824552492,0.20187786344425096
90,190,65.0042,7.21321,29,5.61468,0,105,131,7,125,5,0.97994,58.17457,0.0,0.0,4.75,4.013,6.06954,0.0,0.0,126.0,59.34366,0.00025,0.29,1.416,-1.0,7.662699,0.8593890196078433,2.5076775115747267,0.005177168680730698,1.8164919867206466,522.8521189359719,0.016799405311614533,0.09277350435098573,31.356331907672647,93.7184331139911,160.97730690383955,0.25897931928784196,69646.79697493967,2.566213348765432,0.1270312469088491,58359.547081432815,0.0053023944995427225,0.15788975113679746,0.22126889166537975,0.10385769336425073,90.17102203178545,0.21320958032764742,0.19966023740102312
91,191,65.2821,7.31203,29,5.70376,0,105,131,7,125,5,0.97948,58.44317,0.0,0.0,3.96429,3.986,6.18863,0.0,0.0,126.0,59.39942,0.00028,0.29,1.452,-1.0,7.648046,0.8583325490196079,2.544221545307118,0.005171652590148817,1.8507325777380121,522.723576709832,0.01680014867341515,0.09302197907474068,31.268231803988233,93.77149934538227,159.77572189259473,0.2590707168782222,69884.97787394153,2.8403742283950617,0.1272734563099021,58747.199029170224,0.005312535256800505,0.15790393159677327,0.2211835818766356,0.10385765639179055,90.06040656546718,0.2132096865907315,0.19966023740102037
92,192,65.6667,7.95915,30,5.81182,0,105,131,7,125,5,0.98469,58.79725,0.0,0.0,4.28571,3.972,6.26379,0.0,0.0,126.0,59.52151,0.00028,0.29,1.336,-1.0,7.664697,0.858510980392157,2.547506604192686,0.005140635965521619,1.8706390946023534,522.6078423318437,0.016858674191130567,0.09315039629504666,31.47387959044657,90.39434859717079,160.82560986381296,0.2591228489918875,69846.61230808156,3.033275462962963,0.12750810839354573,59332.51645692131,0.005309260226418514,0.15793282745155274,0.22112261545148212,0.10386495453469308,89.99377312243048,0.2131912854057626,0.20793653046654204
93,193,66.0157,8.87349,30,5.97862,0,105,131,7,125,5,0.98387,59.11712,0.0,0.0,4.14286,3.925,6.8269,0.0,0.0,126.0,59.64012,0.00025,0.29,1.405,-1.0,7.679172,0.8563305882352942,2.5703192642380377,0.005135909596115839,1.8847602613788537,522.5297406243707,0.016932250785658326,0.09308130381088774,31.469890641577447,93.71480106206937,160.26450895638976,0.25922790111713917,69864.94499178848,3.3619309413580245,0.1277741525788437,59885.38867386802,0.005299100325103892,0.15797144564034243,0.22106132999726838,0.10383519724826494,89.92172547349787,0.21319411767998012,0.20187786344424988
94,194,66.2524,9.20402,30,6.43113,0,105,131,7,125,5,0.9818,59.34518,0.0,0.0,3.67857,3.967,7.61447,0.0,0.0,126.0,59.68275,0.00029,0.29,1.44,-1.0,7.685968,0.8562937254901962,2.5874929797523105,0.005134723385246028,2.0601167353946592,522.4569036939664,0.017030529350705457,0.0928674300385072,31.69387195728443,92.82847406195339,160.64650524011324,0.25930071358466916,69824.15214220164,3.6948784722222223,0.12803634149670498,60360.15617338163,0.005316797285455731,0.15798078107754016,0.22097277532468637,0.10384018919926878,89.86371617043179,0.21318060337690684,0.20409548948747713
95,195,66.3956,9.30219,30,6.46822,0,105,131,7,125,6,0.98061,59.47393,0.0,0.0,4.60714,3.955,7.89883,0.0,0.0,126.0,59.72263,0.0003,0.29,1.56,-1.0,7.711666,0.8568435294117648,2.604849324104181,0.0051281732753340565,1.968707763181159,522.3930348921695,0.01714700623781139,0.09263181602647609,31.74153043016975,93.81894100863991,160.8095547964727,0.2594001093587753,69799.71194444275,3.985918209876543,0.12831880528653924,60722.31467422548,0.005307091986686088,0.15798445293955776,0.22085746815249502,0.10380690874792335,89.88131366647045,0.2131860531812999,0.204095489487479
96,196,66.4367,9.42512,31,6.50452,0,106,131,7,125,6,0.98173,59.52988,0.0,0.0,3.96429,3.962,7.97803,0.0,0.0,126.0,59.70678,0.0003,0.29,1.469,0.45512,7.686265,0.8568364705882354,2.5750661099628127,0.005139471707973661,1.858147670517315,522.3205062701377,0.017302337209481468,0.09259168844637308,31.724259553132235,93.66979991485388,161.0195975512443,0.2595223604298224,69688.01099861442,4.245997299382716,0.1285827258385385,60576.19748779431,0.005327539283562102,0.15796102469838547,0.22072230017159844,0.10381390434474283,89.8548214775449,0.2131878343150954,0.20187786344425798
97,197,66.6012,9.56473,31,6.52908,0,106,131,7,125,6,0.98572,59.70805,0.0,0.0,4.53571,3.959,8.08556,0.0,0.0,126.0,59.7089,0.00026,0.29,1.505,-1.0,7.638108,0.8565835294117649,2.5861647230091585,0.005146426529783479,1.9021599097486395,522.2456949594118,0.018721126608350548,0.09262800591611503,31.646360797646604,93.37018575720278,160.69313474229804,0.25960654674659933,69700.94860208686,4.591917438271605,0.12886215174116586,60846.11855193664,0.00531348490529496,0.15791891357723986,0.22057008933311906,0.10379838750043958,89.81719801738679,0.21320821541819432,0.20793653046653415
98,198,66.5328,9.52248,31,6.61163,0,106,131,7,125,6,0.98214,59.66797,0.0,0.0,4.53571,3.965,8.20185,0.0,0.0,126.0,59.69087,0.00025,0.29,1.52,-1.0,7.66575,0.8557501960784315,2.5753067820867748,0.005153199638950254,1.769541673177964,522.1477286046419,0.020774370624344056,0.0925535067346472,31.470635496539835,93.87673565470381,160.65285895158382,0.2596898889182845,69671.23441794932,4.833236882716049,0.12910917064650773,60665.341130938774,0.005310277576941395,0.15781801229577,0.22046335997504968,0.10377362394618596,89.85071369061669,0.21319603537988963,0.207936530466542
99,199,66.6712,,31,6.80095,0,106,131,7,125,6,0.98698,59.81189,0.0,0.0,4.42857,3.965,8.16818,0.0,0.0,126.0,59.76208,0.00025,0.29,1.467,-1.0,7.625294,0.856383137254902,2.5635014478938585,0.0051426727409845715,1.7072045624715793,522.0453554503188,0.02157126865045581,0.09271863499010116,31.522597513081113,93.50120599506535,161.0969131839501,0.25978457886551626,69823.09437801552,5.034047067901234,0.12932365805242357,60846.52136250851,0.0053217545910620966,0.15778548203807632,0.22034651102312525,0.10375522814694867,89.79416251188786,0.21320560502043892,0.20793653046654237
