,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,noise,tone,cubcol.0,temporal,color_fulness,saturation,cubrow.0.5,cubcol.0.5,cubrow.0.3,uhdhdsim,fft,cubcol.1.0,staticness,cubrow.1.0,contrast,cubcol.0.3,cubcol.0.6,blockiness,cubrow.0.6,cubrow.0,blur
45,445,47.0143,1.4455,22,2.51718,0,116,133,5,125,5,0.99124,42.07418,0.0,0.0,2.17857,4.988,1.11457,0.0,0.0,128.0,54.31594,0.00023,0.29,0.928,-1.0,9.623302,1.1023341049382716,0.1913839443354933,0.7607843137254902,0.005855856486527532,1.582975156449467,161.92354603771525,33.64028195981626,0.25182558208262407,0.13569244332119643,0.21113304673851443,92.38181748101952,66832.15684396017,0.005754126461426255,607.8583701779664,0.10584589878231139,89.25407233282799,0.011467804027907156,0.15234134884743225,2.008740990559195,0.12847763815984786,0.10112287279652252,21411.984065611192
46,446,47.0062,1.67304,22,2.52195,0,116,133,5,125,5,0.99428,42.06851,0.0,0.0,2.17857,5.018,1.16481,0.0,0.0,128.0,54.31927,0.00019,0.29,1.059,-1.0,9.512053,0.9201871141975309,0.1913839443354934,0.7605235294117647,0.0058385130808646,1.5926300733100334,161.5986808531331,33.7186215247637,0.2518235465281092,0.13557094948744097,0.21107211872242326,92.40175213760298,66759.72810384953,0.005763275785333998,607.8401835890315,0.10578170543664663,90.21029835303784,0.011452243134399005,0.1523905065886873,2.078371094746907,0.1284979842280766,0.10112278354068042,21395.541079301714
47,447,47.0448,1.70699,22,2.70384,0,116,133,5,125,5,0.99053,42.09946,0.0,0.0,2.25,5.013,1.37038,0.0,0.0,128.0,54.33526,0.0002,0.29,1.058,-1.0,9.612217,0.7489872685185185,0.19138394433549377,0.7607843137254902,0.005838061695398269,1.6736757037635197,161.97304242659254,33.70560069143036,0.2518407397062773,0.13532393132452947,0.21103691763443516,92.37587345776848,66773.88732127448,0.005765533881177169,607.8540292458157,0.1057258404694953,89.03330610627077,0.011454657358350604,0.1523941520618397,2.0644932789838704,0.12844960253514973,0.10113529889885829,21418.782508404045
48,448,47.0765,1.67838,22,2.63483,0,116,133,5,125,5,0.99034,42.1352,0.0,0.0,2.17857,4.983,1.40187,0.0,0.0,128.0,54.33916,0.00022,0.29,1.004,0.51247,9.587664,0.6770833333333334,0.1913839443354921,0.7613419607843137,0.005827675999553308,1.7002672512184205,161.52517851622198,33.73502057864342,0.25183627456833463,0.13509309872009853,0.21099060767489364,92.3384268377469,66829.9297933984,0.005774954695582846,607.8387115141668,0.1056863406673957,89.32863282076516,0.01145095631961631,0.1524152376616552,2.0684737354705196,0.12839363530543518,0.10114837559160655,21488.678513745042
49,449,47.1465,1.56199,22,2.64485,0,116,133,5,125,5,0.99243,42.19658,0.0,0.0,1.96429,5.025,1.37619,0.0,0.0,128.0,54.35291,0.0002,0.29,1.005,-1.0,9.61234,0.6643036265432098,0.1913839443354929,0.7608588235294118,0.005833349942500165,1.6909054857923655,161.60002919860142,33.7374282648534,0.25183403844320706,0.13481023507925027,0.21095733255520757,92.32540480591169,66917.83613611886,0.005764346416925019,607.8431088601367,0.10568597405115956,89.08412732874547,0.011473141255217216,0.15241395817814038,2.0380343124814435,0.1282922021447452,0.10114276658320942,21594.8384588868
50,450,47.0583,1.63775,22,2.63543,0,116,133,5,125,5,0.99017,42.12574,0.0,0.0,2.64286,5.024,1.27035,0.0,0.0,128.0,54.33272,0.00022,0.29,1.026,-1.0,9.601831,0.7229938271604939,0.191383944335494,0.7613050980392158,0.00584417725421673,1.641037217957035,161.8211605473242,33.746774178964124,0.25182196665698653,0.1345395793093355,0.21096164327912356,92.37811024408177,66725.8183849936,0.0057685137463545835,607.8274352188349,0.10568175509718399,89.20006958827852,0.011479395210817702,0.15241995264160865,2.0408512985000122,0.12824285681124517,0.10115285833433067,21449.01850221472
51,451,47.0834,1.9651,22,2.64466,0,116,133,5,125,5,0.98641,42.1463,0.0,0.0,2.35714,5.037,1.33804,0.0,0.0,128.0,54.33376,0.00022,0.29,1.024,-1.0,9.578405,0.7188464506172839,0.19138394433549322,0.7608588235294118,0.0058249941373373125,1.6623813059055614,161.77132922363046,33.69775635519146,0.2517985601367007,0.13419439879798786,0.21090811473293547,92.35770994701197,66781.05605512051,0.005765183275880124,607.8288589159919,0.10570698503251179,92.62096645853757,0.011486771110477184,0.1524331628505419,2.1595978576153296,0.1281596829406956,0.10115565725655465,21472.780407270242
52,452,47.0759,1.67269,22,2.59423,0,116,133,5,125,5,0.98886,42.13649,0.0,0.0,2.10714,5.052,1.62668,0.0,0.0,128.0,54.30805,0.00021,0.29,0.996,-1.0,9.662697,0.6823881172839507,0.19138394433549247,0.7607843137254902,0.005831982817721748,1.7424891639170423,161.89096884755648,33.6736156322338,0.25179718307956594,0.13386758896116746,0.21093057906778928,92.33134450032772,66743.92158397118,0.005766993731997051,607.8131627537339,0.10579012114999094,90.01087491845618,0.0115024538546141,0.15240390721710678,2.1660159651566606,0.1280990452080282,0.10115432465076178,21490.925639724723
53,453,47.068,1.39737,22,2.55564,0,116,133,5,125,5,0.99411,42.13057,0.0,0.0,2.14286,5.02,1.36767,0.0,0.0,128.0,54.31171,0.00021,0.29,0.953,-1.0,9.634089,0.6688368055555556,0.1913839443354932,0.7607843137254902,0.005830901659968414,1.7076325817364282,162.05118894918408,33.699810828691646,0.25178855947304835,0.13357936377665397,0.21097494251454046,92.32360210872513,66850.02024994827,0.0057525736688252595,607.8156772998005,0.10589158601788698,87.37023555409031,0.011518351885321354,0.15235490503246987,2.0871691059919826,0.12803820978646227,0.10116385622354793,21463.996679447708
54,454,47.0386,1.44013,22,2.45125,0,116,133,5,125,5,0.99701,42.10749,0.0,0.0,2.28571,5.031,1.12024,0.0,0.0,128.0,54.30104,0.00015,0.29,0.925,-1.0,9.53324,0.6149691358024691,0.19360157037872103,0.7607396078431374,0.005840464738153436,1.5817182308263362,161.80460202392234,33.77882159197772,0.25175279968732833,0.1333537226044866,0.2109983785407857,92.35046532796645,66762.23784143278,0.005750253360263548,607.7996111916509,0.10601458361462182,91.4472031486925,0.011534163367413664,0.15233314574550022,2.1144383013619987,0.12801672937755273,0.10116134512822922,21414.0293665766
55,455,47.0879,1.46449,22,2.38464,0,116,133,5,125,5,0.99975,42.14419,0.0,0.0,2.35714,5.003,1.15722,0.0,0.0,128.0,54.31831,0.00019,0.29,1.01,-1.0,9.574827,0.5969810956790124,0.19138394433549233,0.7607843137254902,0.00583504791560134,1.592217198436157,161.74606136700024,33.757775765878186,0.25176359095994044,0.13328756502016983,0.21105495950704223,92.35761028382686,66812.67062141551,0.005759139862354313,607.8034307858015,0.10611210770588071,88.77752355627253,0.011533495580330927,0.15233340680773505,2.2344733889225314,0.12798077236872746,0.10117210953058774,21486.767541337067
56,456,47.0484,1.43663,22,2.35509,0,116,133,5,125,5,0.99788,42.12035,0.0,0.0,2.5,5.012,1.18164,0.0,0.0,128.0,54.29681,0.00022,0.29,0.954,0.51646,9.58915,0.5457658179012346,0.19138394433549413,0.7607764705882354,0.005832024819732772,1.6022088020191032,161.63684590553854,33.776713053385414,0.2517579112519178,0.13338233957760143,0.21109219836198603,92.38456247231133,66751.55266846441,0.005761869192771946,607.7918383308051,0.106256109441055,89.40840893792428,0.011554124897824088,0.15230659304684532,2.3689236741117217,0.12796812781818043,0.10116120369690444,21418.07233256168
57,457,47.0937,1.39233,22,2.32473,0,116,133,5,125,5,0.99901,42.15448,0.0,0.0,2.35714,5.021,1.15451,0.0,0.0,128.0,54.31376,0.00015,0.29,1.003,-1.0,9.631926,0.5203028549382716,0.1913839443354927,0.7607843137254902,0.005839241263715328,1.5937153026159288,161.92185469644218,33.69310751079041,0.25177066484140354,0.1336057446126418,0.21118923913725507,92.39607407936084,66864.60499558508,0.005755670216505329,607.7943583189664,0.1063821313119099,89.33571128210266,0.011550472841633963,0.15229097751806944,2.244742394233884,0.1279636434299766,0.10116104602739687,21493.93160438959
58,458,47.0409,1.37283,22,2.39967,0,116,133,5,125,5,0.99562,42.1072,0.0,0.0,2.60714,5.044,1.11381,0.0,0.0,128.0,54.29892,0.0002,0.29,1.004,-1.0,9.534298,0.48828125,0.19138394433549458,0.7607396078431374,0.005823471469850626,1.5790034810958327,161.81067455992468,33.80869302631896,0.25175173633748754,0.13385606339094996,0.21122311321370915,92.41508168022973,66753.36380251953,0.005753700687320793,607.7845930794396,0.1065427485078676,90.47179340984037,0.011551012505989264,0.15227634843738466,2.346338414742789,0.12796213781352728,0.10116509644548882,21403.214568096944
59,459,47.0644,1.26192,22,2.53769,0,116,133,5,125,5,1.00292,42.12756,0.0,0.0,2.42857,5.07,1.09889,0.0,0.0,128.0,54.29776,0.00021,0.29,0.963,-1.0,9.6213,0.4665798611111111,0.1913839443354929,0.7607843137254902,0.00583560647335759,1.5887292314890082,162.19437253301143,33.68210799605758,0.25174461632331,0.13414397845292542,0.21128240406155208,92.41113019791581,66795.34426859088,0.00575266846994956,607.7884701320071,0.10660154277337448,88.88569402880303,0.011547959891134978,0.1522564419898662,2.4076605584172843,0.12798754187139982,0.10115427541848811,21463.98008756346
60,460,47.0648,1.2319,22,2.42154,0,116,133,5,125,5,1.00008,42.12625,0.0,0.0,2.14286,5.046,0.9945,0.0,0.0,128.0,54.29239,0.00022,0.29,1.037,-1.0,9.590314,0.4650848765432099,0.19138394433549233,0.7602486274509805,0.005852959975271542,1.5319067206832424,161.71849051318804,33.77893085244261,0.25173799798244667,0.1346713680816978,0.21141169538738752,92.40390120281839,66838.26752314444,0.005765475408672348,607.7770224748698,0.10663030831656123,89.51006000580459,0.011570052881964703,0.15227526082938192,2.3102248808977204,0.12800794729774748,0.10116249233626334,21449.090506901517
61,461,47.0731,1.37116,22,2.42669,0,116,133,5,125,5,0.9994,42.13209,0.0,0.0,2.07143,5.033,0.96606,0.0,0.0,128.0,54.29468,0.00016,0.29,0.999,-1.0,9.667486,0.43721064814814814,0.19138394433549202,0.7607843137254902,0.005837502613267066,1.502153749997545,161.9569081482541,33.705411369417924,0.2517669592631064,0.13498699404837416,0.21153119680408158,92.42383557323849,66801.57977551647,0.005757158054628429,607.7830632603637,0.10661886372032515,91.45047948696761,0.011574432673827434,0.15224931077344436,2.2897574630999533,0.12805896610322606,0.10114404292576282,21437.16241029377
62,462,47.0374,1.3927,22,2.35163,0,116,133,5,125,5,0.99941,42.10601,0.0,0.0,2.35714,5.038,1.09366,0.0,0.0,128.0,54.27984,0.00021,0.29,1.039,-1.0,9.633006,0.39443479938271603,0.19138394433549386,0.7608290196078431,0.005826891119782461,1.568759068637405,161.78246174268224,33.68612689736449,0.25176593858696283,0.1353715995219582,0.211663061821677,92.42400565788122,66826.54041786936,0.005765484736148269,607.7745242811783,0.1065794071417348,89.82398655460248,0.011585063409501476,0.15221912598417428,2.3004979136848815,0.12808031370156853,0.10117961289692923,21442.538389020323
63,463,47.0754,1.43172,22,2.37857,0,116,133,5,125,5,0.99192,42.12927,0.0,0.0,1.96429,5.039,1.11267,0.0,0.0,128.0,54.30135,0.00017,0.3,0.951,-1.0,9.677469,0.37138310185185186,0.19138394433549188,0.7607843137254902,0.005825197130718882,1.5850509486365612,161.78536264792973,33.706196537724246,0.2517765818936863,0.1355190104169962,0.21176210270444498,92.4753300567714,66800.27315321514,0.005768322407458518,607.785213645265,0.10651626551339133,89.23981541904607,0.01157643025319169,0.15222006346041445,2.1999636967506375,0.1280815008395123,0.10117148903211319,21478.584897990895
64,464,47.0425,1.51396,22,2.51803,0,116,133,5,125,5,0.99039,42.10097,0.0,0.0,2.39286,5.101,1.14371,0.0,0.0,128.0,54.27793,0.00019,0.29,0.965,0.50952,9.706082,0.3542631172839506,0.19138394433549208,0.7607843137254902,0.005811961486957134,1.6033571791173546,162.01567385242305,33.691693152910396,0.2518051346980568,0.13563996422791616,0.21186718959037934,92.48046967419958,66803.12207731462,0.005771912292281864,607.7761577786606,0.106566652090805,91.0839420626179,0.011570274001807266,0.15220353313861532,2.242228129516976,0.1280694122872082,0.10116490899521458,21459.17345418323
65,465,47.1381,1.59849,22,2.53592,0,116,133,5,125,5,0.98468,42.19046,0.0,0.0,2.28571,5.003,1.22515,0.0,0.0,128.0,54.30464,0.00021,0.3,1.015,-1.0,9.580832,0.37080439814814814,0.19138394433549208,0.7607843137254902,0.005810653493823973,1.5994546094160673,161.53259825359797,33.772823569215376,0.25186110019217584,0.1356696265835219,0.2119548626051453,92.46077700240521,66840.72085945029,0.005784645239366514,607.7874065285116,0.10647783694142061,89.25670646170173,0.011569205047549684,0.1521793891508012,2.205527554544729,0.12813115597260127,0.10117592442756784,21558.864015912128
66,466,47.0811,1.60309,22,2.59235,0,116,133,5,125,5,0.98412,42.13537,0.0,0.0,2.60714,5.088,1.30122,0.0,0.0,128.0,54.29549,0.00018,0.29,0.919,-1.0,9.679228,0.3918306327160494,0.19138394433549177,0.7607843137254902,0.005787894639308443,1.5899421447532458,161.80501777110476,33.76224225833092,0.2518447547349215,0.13570401875320276,0.21204698201192757,92.46696680519959,66828.87919338192,0.0057785758130072425,607.7872711222213,0.10648218909516612,89.36313983144345,0.011579624535289181,0.15219544566340384,2.228979215496968,0.12819300393992808,0.10116552681983465,21484.660320701634
67,467,47.1219,1.53174,22,2.58249,0,116,133,5,125,5,0.97851,42.17488,0.0,0.0,2.25,5.003,1.30667,0.0,0.0,128.0,54.32437,0.00023,0.29,1.08,-1.0,9.581293,0.41796875,0.19138394433549222,0.7607843137254902,0.00577542366728345,1.561096437505178,161.58499084162156,33.766493809076,0.2518621803261825,0.1355643640219475,0.21214153780116846,92.49359425747615,66808.34952515668,0.005768110982793228,607.8003207412416,0.1064677160077927,89.47697352400965,0.011609017498348606,0.1521629884820657,2.274351499291332,0.1281462952856421,0.10118241438399735,21509.236490768366
68,468,47.0764,1.3667,22,2.45989,0,116,133,5,125,5,0.9761,42.13474,0.0,0.0,2.14286,5.037,1.23773,0.0,0.0,128.0,54.30214,0.00015,0.29,0.982,-1.0,9.590373,0.4357638888888889,0.19138394433549352,0.7607843137254902,0.0057881600091792594,1.5541128292234094,161.87396313597873,33.714899698893234,0.25191731457911654,0.13573515916374693,0.21219772453138927,92.45811877506344,66917.17557576194,0.005795098420157437,607.7981169121293,0.10667501131824615,90.10951322662962,0.011622230561946207,0.15217927244925436,2.2029631644998866,0.12815757769322614,0.10118939101942297,21474.425780297403
69,469,47.1126,1.35579,22,2.40044,0,116,133,5,125,5,0.97773,42.16808,0.0,0.0,1.96429,5.019,1.08665,0.0,0.0,128.0,54.35034,0.00018,0.29,0.98,-1.0,9.579238,0.45481288580246915,0.19138394433549286,0.7607843137254902,0.005779101289010972,1.5382488390181677,161.56610368954398,33.80871638545283,0.2519520076813479,0.1360312850621919,0.21222869800295632,92.47093005966082,66848.66795076847,0.005779292338025239,607.8107195974465,0.10694880492389422,89.32483921265596,0.011630259299257322,0.15217709768112792,2.2988049185997124,0.12823757125277951,0.10117630807918676,21490.385912631213
70,470,47.0617,1.53281,22,2.51942,0,116,133,5,125,5,0.97728,42.10785,0.0,0.0,2.14286,5.111,1.07843,0.0,0.0,128.0,54.33463,0.00019,0.29,0.986,-1.0,9.609981,0.455102237654321,0.19138394433549222,0.7607843137254902,0.005794549962068089,1.555729570293235,161.82710628880977,33.749913345148535,0.2519825309658287,0.13632143035203784,0.21219041757666063,92.4455774357586,66853.34075171265,0.005786663104660085,607.8089401673204,0.10726436750642941,91.8279813586726,0.011628262614102002,0.152223961638883,2.2743293586370195,0.12828308632835703,0.10117784976852022,21488.74583934894
71,471,47.149,1.81525,22,2.75022,0,116,133,5,125,5,0.98353,42.18806,0.0,0.0,2.39286,5.043,1.24035,0.0,0.0,128.0,54.3528,0.00019,0.29,0.933,-1.0,9.663651,0.4771894290123457,0.19138394433549186,0.7607843137254902,0.005776689527397828,1.6088048227858252,161.56270384667903,33.75382524655189,0.25195388973347027,0.1363664743803729,0.21220602816210135,92.39936602820121,66980.37277062153,0.0057980962415705994,607.8281726961268,0.1072500272647826,89.67358740770679,0.011633775162667623,0.15220616987209792,2.2309919559966276,0.12822355253979295,0.10116952916959902,21595.025770118653
72,472,47.0766,1.89336,22,2.67576,0,116,133,5,125,5,0.98198,42.12285,0.0,0.0,2.75,5.131,1.49747,0.0,0.0,128.0,54.32916,0.00022,0.3,1.01,0.51247,9.655291,0.4406346450617284,0.1913839443354921,0.7607843137254902,0.00580876634043015,1.614590850241363,161.59003803464324,33.737122900692036,0.25192903881350937,0.13628703271303208,0.21214343709876216,92.41218956170955,66958.84206389081,0.005773244250563087,607.8268633828724,0.10724569045528246,92.64627709674062,0.011630332344132731,0.15220062161317638,2.1836385908606464,0.12806118958220838,0.10118241716316684,21476.03975058435
73,473,47.1901,1.63139,22,2.90033,0,116,133,5,125,5,0.98375,42.22224,0.0,0.0,2.25,5.032,1.56618,0.0,0.0,128.0,54.33239,0.00018,0.29,0.99,-1.0,9.697268,0.4146412037037037,0.1913839443354921,0.7607843137254902,0.005790954505281556,1.5821264792186673,161.4372090395561,33.774017333984375,0.2518868709414818,0.13590539880230398,0.21210875254439543,92.39972087739625,66992.57192134239,0.00578695421944408,607.8427862991381,0.10711858169767985,87.56423023609116,0.011621170171096283,0.15221866384942795,2.16198476344313,0.12801202869092546,0.1011771788488917,21611.149741718196
74,474,47.1102,1.40414,22,2.71468,0,116,133,5,125,5,0.9833,42.14954,0.0,0.0,2.60714,5.059,1.33404,0.0,0.0,128.0,54.29206,0.00019,0.29,1.031,-1.0,9.676475,0.39993248456790126,0.19138394433549144,0.7605909803921569,0.005781117510658466,1.562141162499111,161.56147091325624,33.79955809793355,0.2518240722484183,0.13551650913895152,0.21205660205021482,92.42076945338243,66941.18033294108,0.005769563983830066,607.845931691049,0.1072171936611271,92.08837491716878,0.011597809452297266,0.1521920868549441,2.224681138061991,0.12795819821349583,0.10119232135823113,21501.70272859988
75,475,47.1824,1.4391,22,2.59572,0,116,133,5,125,5,0.98236,42.2186,0.0,0.0,2.32143,4.997,1.12557,0.0,0.0,128.0,54.3064,0.00019,0.29,0.976,-1.0,9.678486,0.38430748456790126,0.19138394433549186,0.7605541176470588,0.0057846916125311515,1.5856543660326856,161.62451111088916,33.724768179434314,0.25183865608784056,0.13532349998492804,0.21205876017381925,92.39889028332675,66870.00437176302,0.005760557749125058,607.8584604396219,0.10726561568936147,92.88535066136572,0.011566068112288342,0.1521696274508763,2.2398813504705593,0.12794603273652322,0.10119748292427498,21653.057082889776
76,476,47.1277,1.78194,22,2.5689,0,116,133,5,125,5,0.98566,42.18191,0.0,0.0,2.64286,5.074,1.15646,0.0,0.0,128.0,54.28557,0.00019,0.29,1.001,-1.0,9.693515,0.39453125,0.19138394433549158,0.7607843137254902,0.00578752457651755,1.5472592608938591,161.61477965265547,33.77947188012394,0.25178825232688556,0.13516339867583338,0.21203430557750277,92.42616277681307,66813.72597308345,0.005769381649485025,607.8616023832311,0.10748200068089263,92.51564512838917,0.011536877127137012,0.1521397705751033,2.1761938665934886,0.12797956198434599,0.10121437267232912,21527.756722065387
77,477,47.1355,1.92552,22,2.64306,0,116,133,5,125,5,0.98036,42.18981,0.0,0.0,2.10714,5.044,1.46816,0.0,0.0,128.0,54.31571,0.00022,0.29,0.921,-1.0,9.674247,0.3849826388888889,0.19138394433549175,0.7602109803921568,0.005808441085478205,1.5356456183891445,161.5483424961697,33.763392695674185,0.25177571636057094,0.13488611512421325,0.212061211329971,92.42742670685621,66753.66543847602,0.005772672907451621,607.8720607500308,0.10753424344901974,92.92609312362909,0.011526248998950847,0.15212683780890904,2.408065995912119,0.12803135773536242,0.10122395969634772,21513.55937703469
78,478,47.1328,1.91722,22,2.55411,0,116,133,5,125,5,0.98153,42.18422,0.0,0.0,2.46429,5.047,1.59505,0.0,0.0,128.0,54.30492,0.00018,0.29,1.016,-1.0,9.639353,0.3581693672839506,0.19138394433549147,0.7602109803921568,0.0058226611331170615,1.52064919399361,161.5030554669775,33.82507022810571,0.251736158787682,0.1346065300733914,0.2120866881763979,92.42557358740342,66860.71374243137,0.005779604548832544,607.8709848374052,0.1076980836971502,90.05433158643251,0.011515950513569845,0.1521244197824242,2.30392476482997,0.1280807723058279,0.10125962013150515,21567.765623030995
79,479,47.1611,1.65682,22,2.63047,0,116,133,5,125,5,0.981,42.20515,0.0,0.0,2.32143,5.042,1.59179,0.0,0.0,128.0,54.34404,0.00019,0.29,0.986,-1.0,9.696595,0.32648533950617287,0.19138394433549186,0.759683137254902,0.005822751009865988,1.5230883944994287,161.57215744697578,33.803657437548225,0.2517478137399029,0.134310357577714,0.21207688894887192,92.42079751443526,66865.08012380969,0.0057819048150615365,607.8884544393046,0.10784224459017054,88.36818743802726,0.011507323863014639,0.15210043248509922,2.3561987087653398,0.12807514050535482,0.10125834176682558,21526.873855643214
80,480,47.0964,1.55107,22,2.57862,0,116,133,5,125,5,0.98632,42.15256,0.0,0.0,2.25,5.031,1.35584,0.0,0.0,128.0,54.34035,0.00023,0.29,0.964,0.52431,9.586329,0.28414351851851855,0.19138394433549258,0.7591843137254903,0.005806459464328951,1.5082506819487156,161.62378252352704,33.80451362515674,0.25174755122132086,0.13410355863007253,0.21207688109873946,92.47294698873438,66896.12111325072,0.00576806716509571,607.8872123591893,0.10811575239756899,89.63183583158667,0.011508266430448697,0.15208898637002144,2.271903439859607,0.12803049608389885,0.1012736172606442,21476.083691044558
81,481,47.1391,1.47222,22,2.46547,0,116,133,5,125,5,0.9865,42.18971,0.0,0.0,2.39286,5.013,1.26081,0.0,0.0,128.0,54.3765,0.0002,0.29,0.963,-1.0,9.645811,0.26316550925925924,0.19138394433549288,0.7596968627450981,0.005807542276641499,1.5580225972623911,161.68138036994895,33.76485301830151,0.25174834933641244,0.1339168695577579,0.21209871704536157,92.41288041975207,67027.16786248847,0.005766389210583746,607.9046325520154,0.10842844104201001,93.06056061705303,0.01152104727032744,0.1520694692920352,2.2286618103016402,0.12800326728817676,0.10126975810343787,21550.346121064278
82,482,47.0717,1.52931,22,2.45049,0,116,133,5,125,5,0.98691,42.132,0.0,0.0,2.25,5.12,1.18826,0.0,0.0,128.0,54.3722,0.00026,0.3,0.998,-1.0,9.610147,0.24011381172839505,0.19138394433549255,0.7601662745098041,0.005811198234509139,1.591113873287355,161.9316562312435,33.706363442503374,0.2517176577790876,0.1336459509665981,0.2121320061981084,92.4610382142756,66917.14378400326,0.005761049578910426,607.9013999864488,0.10874294133096307,92.1870691065159,0.011512776201063994,0.15208878984115526,2.229139345268351,0.1279868512983736,0.10127056002345575,21447.618289483064
83,483,47.0788,1.64663,22,2.43617,0,116,133,5,125,5,0.98524,42.13902,0.0,0.0,2.46429,4.998,1.23916,0.0,0.0,128.0,54.38721,0.0002,0.29,0.95,-1.0,9.564136,0.22347608024691357,0.1913839443354929,0.7602109803921568,0.005829196518567267,1.6098330658798137,161.7381903760763,33.72769541799286,0.2516790428654215,0.13329398872397047,0.2121096843193135,92.42367008681553,66886.60718913013,0.00575628679280511,607.921595232579,0.1090115803383324,90.25649515629581,0.011512153097398545,0.15214485204034944,2.3413373648869467,0.1280168963000822,0.10127007623655057,21442.665155408642
84,484,47.0176,1.69293,22,2.46065,0,116,133,5,125,5,0.9878,42.08631,0.0,0.0,2.14286,5.114,1.34913,0.0,0.0,128.0,54.3819,0.00018,0.29,0.992,-1.0,9.567615,0.2101658950617284,0.19138394433549413,0.7607843137254902,0.0058268575532937185,1.6182910435060096,161.422627141931,33.79786682128906,0.25167053480339213,0.1330449380502398,0.21213379342946886,92.44440766344148,66820.75279454456,0.005750358160533776,607.9256020443075,0.10928008202139108,93.13596635284193,0.01147668988821268,0.15220048543720685,2.144640380029947,0.12806341242391578,0.10126603194192747,21362.786353379295
85,485,47.0447,1.65191,22,2.54703,0,116,133,5,125,5,0.98032,42.10647,0.0,0.0,2.0,5.01,1.39061,0.0,0.0,128.0,54.37626,0.00022,0.3,1.033,-1.0,9.543451,0.21947337962962962,0.19138394433549574,0.7602109803921568,0.005827109622695055,1.5993389757850025,161.64781950653122,33.69210589373553,0.25163976890936746,0.1329037104071496,0.212128056086582,92.40398761550779,66831.85602424554,0.005756301267584983,607.9417621920793,0.10961720849273743,91.92792329993313,0.011461949820554188,0.15223269925875516,2.2665511879906783,0.12812665210919497,0.10125050357723091,21405.175280111634
86,486,47.0289,1.66544,22,2.67048,0,116,133,5,125,5,0.98167,42.09777,0.0,0.0,2.35714,5.071,1.35156,0.0,0.0,128.0,54.35135,0.00022,0.29,1.031,-1.0,9.588345,0.2240065586419753,0.1913839443354924,0.7596752941176472,0.005838309087832645,1.5673984430808996,161.64169692222742,33.731738997094425,0.25163265207987295,0.13291462256771028,0.21210550550305576,92.40094815949232,66748.4083288332,0.005744905222837976,607.944219232865,0.11002428447428315,90.3423994224753,0.011470274530052353,0.1522584301038403,2.18767756482541,0.12818528692551998,0.1012584710871322,21406.790665914115
87,487,47.0304,1.64333,22,2.54649,0,116,133,5,125,5,0.9837,42.0942,0.0,0.0,2.35714,5.019,1.3633,0.0,0.0,128.0,54.35944,0.00019,0.29,0.906,-1.0,9.5229,0.22429591049382716,0.19138394433549347,0.759683137254902,0.005853583120762973,1.5940047101393715,161.7039743412537,33.74441603672357,0.2515857322935894,0.13308879770187024,0.21208622007701933,92.38614322754947,66837.47039387411,0.005763256350180086,607.9530599534842,0.11037366966846152,93.23894951426976,0.011479615292057408,0.1522419135611885,2.249951590577029,0.12823076212587461,0.10128092256702033,21410.4138254801
88,488,47.0138,1.63193,22,2.5933,0,116,133,5,125,5,0.98808,42.08461,0.0,0.0,2.21429,5.104,1.34497,0.0,0.0,128.0,54.34707,0.00019,0.29,0.993,0.51003,9.609368,0.2279610339506173,0.1913839443354968,0.7607843137254902,0.005825343258208934,1.6064148207698064,161.55153006442816,33.74450627079717,0.2515878712469115,0.13327950580651834,0.21200241857580324,92.38365203334877,66847.05879287349,0.005773778646617489,607.9509670580123,0.11072208907957581,87.67493197964582,0.01149039249048538,0.15221856580498963,2.300043982867018,0.12836558052470473,0.1012948072783183,21426.511035681913
89,489,46.9688,1.59347,22,2.68889,0,116,133,5,125,5,0.99022,42.04045,0.0,0.0,2.57143,5.105,1.33347,0.0,0.0,128.0,54.35054,0.00025,0.29,0.999,-1.0,9.594395,0.25593171296296297,0.19138394433549208,0.7597278431372549,0.005814357495598182,1.6114780472949608,162.02741054308362,33.71184304319782,0.2515706326132239,0.1333395745241203,0.21193450508183712,92.42874310997878,66882.12645415455,0.005757126291860458,607.9621328618032,0.11111649317412443,89.17300132780143,0.011510694425068293,0.15216904566481348,2.197940596581373,0.1284807216348107,0.1013195181577593,21346.92231706087
90,490,46.9459,1.56306,21,2.60792,0,116,133,5,125,5,0.98742,42.02227,0.0,0.0,2.39286,5.12,1.29846,0.0,0.0,128.0,54.34109,0.0002,0.29,1.013,-1.0,9.591021,0.30324074074074076,0.1913839443354944,0.7605541176470588,0.005820906912116576,1.6118959115848488,161.95509970057543,33.68186950683594,0.25156562024722473,0.13346105219854695,0.21188478511073747,92.43201954366329,66807.6732580464,0.005768755227534165,607.9620667731573,0.11153601010820074,89.95563201552523,0.01149462632996046,0.15215880943834037,2.2384872784139103,0.1286259134435997,0.10132268286861044,21332.739694970223
