,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,movement,saturation,noise,cubrow.0.6,temporal,cubrow.0.5,cubcol.0.6,tone,color_fulness,cubrow.0,cubcol.0.5,cubcol.0.3,cubcol.1.0,uhdhdsim,cubrow.0.3,cubrow.1.0,cubcol.0,contrast,blur,blockiness,staticness
45,45,69.3024,13.9102,67,18.9846,0,115,121,17,130,19,1.0402,66.33841,0.0,0.0,0.64286,3.208,11.28259,0.0,0.0,125.0,57.59811,0.00065,0.43,2.134,-1.0,0.317618,76450.01028068601,6.710551697530864,39.15642330970293,0.681149431750908,0.22656362054112275,4.702930159308485,0.2232147364439406,0.17631171217443797,0.8840956862745099,148.1325513178175,0.1912322491510092,0.24234532997570987,0.1626167816286275,0.12614206576763978,82.48952939499813,0.2005604290728028,0.2737154257144307,0.08160810081737906,98.08105244289757,34171.351732402996,2.668665907985736,440.52129750220524
46,46,69.882,14.0166,67,19.2578,0,115,121,17,130,20,1.04255,66.89856,0.0,0.0,0.25,3.222,11.94549,0.0,0.0,125.0,57.67613,0.00077,0.43,2.018,-1.0,0.267884,77004.23155468497,6.979793595679013,39.245960753641015,0.6839612689015278,0.22661096350433924,4.734685096086638,0.22321466551697627,0.17608583230869151,0.884423137254902,148.14491367130356,0.19025467986229264,0.24144247885235884,0.1629369182035603,0.12613517851420325,82.37522478147154,0.20061080630348452,0.2748539722365895,0.08159030978598229,96.30819637804312,34929.93123784003,2.51260351098316,440.11055142866957
47,47,69.9214,14.1151,67,19.3491,0,115,121,17,130,19,1.03981,66.94766,0.0,0.0,0.10714,3.23,12.03855,0.0,0.0,125.0,57.74246,0.00069,0.42,2.117,-1.0,0.29909,76993.74437726737,7.129967206790123,39.286761060173134,0.6872080987731989,0.2266446630459117,4.756615019682931,0.22318201124302797,0.17620078455457316,0.8869028823529411,148.21910457693664,0.18948198468777114,0.24081169823093584,0.16305278705610735,0.12617982151323903,82.43664123283574,0.2005880210712864,0.2761887204248732,0.08158042013053678,96.36546578701252,35130.676712523506,2.571875609017599,439.70119712397104
48,48,69.5792,14.2941,67,19.0394,0,115,121,17,130,19,1.03972,66.66823,0.0,0.0,0.28571,3.256,12.12213,0.0,0.0,125.0,57.75459,0.00049,0.43,2.146,0.17104,0.284666,76607.71242401305,7.310812114197531,39.15117315598476,0.6878023098805955,0.2266177045533604,4.794227660354762,0.22317194904104384,0.1759614602733766,0.888744705882353,148.1216400097744,0.18915358860547732,0.24022687215886562,0.16366213228576226,0.1261836648488006,82.53355633924387,0.2005978541745959,0.27747982400607984,0.08158245643838816,98.15826731418451,34427.53903057819,2.6511322475475514,439.30835223739604
49,49,69.499,14.2442,67,18.9713,0,115,121,17,130,19,1.0359,66.61708,0.0,0.0,0.25,3.298,12.27394,0.0,0.0,125.0,57.77248,0.00056,0.42,2.035,-1.0,0.279218,76505.72413481459,7.645158179012346,39.10035630214361,0.6872080987731944,0.22662891076454914,4.821271767732383,0.22318879266248587,0.17584807682463854,0.8899109803921568,148.2908076451634,0.18887417947703136,0.23938130243432404,0.16421490515523088,0.12621455844041232,82.62007389004147,0.20065076591712727,0.27850221194841945,0.08157753609416167,98.16347127347872,34523.944340288406,2.3918396258002663,438.9258415859951
50,50,69.8595,14.0849,67,19.3816,0,115,121,17,130,19,1.03952,66.94918,0.0,0.0,0.10714,3.293,12.23499,0.0,0.0,125.0,57.80567,0.00057,0.43,2.109,-1.0,0.26954,76787.68521693816,7.943817515432099,39.14844748414593,0.6872080987731898,0.2266986613964783,4.796179001229132,0.22320493801643654,0.17583068974141094,0.8907901960784314,148.37363705991044,0.1886678337622595,0.23853542192608232,0.1650292120756242,0.12620655426595256,82.62307373866338,0.20075515208645886,0.2795363923282696,0.08156639188123152,98.18968332051288,35162.469785733774,2.476256138284701,438.55516487673896
51,51,70.55,13.9065,68,19.8749,0,115,121,17,130,20,1.04089,67.56819,0.0,0.0,0.21429,3.317,12.09521,0.0,0.0,125.0,57.81512,0.00063,0.43,2.105,-1.0,0.283435,77029.81121318154,8.048659336419753,38.94134257752218,0.6922375619670428,0.22674520835515644,4.773784853760139,0.22321436181551926,0.17613533353634248,0.890261568627451,148.442499186088,0.18886884617467078,0.2376108865664703,0.16575064760049263,0.12618600616876866,82.57867371358186,0.200739963734142,0.2804726877552638,0.08156052280821617,96.04733609046791,36743.34015062319,3.2022332726957243,438.1843923740998
52,52,70.7488,13.5409,68,18.3637,0,115,121,17,130,20,1.04304,67.72664,0.0,0.0,0.32143,3.334,11.94842,0.0,0.0,125.0,57.83291,0.0006,0.43,2.283,-1.0,0.265258,77302.37241903682,8.00294174382716,39.03746183418933,0.6872080987731977,0.22671882180231825,4.733044668889758,0.22315949009425437,0.17642312889219014,0.8915745098039216,148.40657155150123,0.1885213281719493,0.23671846653168033,0.16628096449206553,0.12618246156774596,82.57567138099262,0.200664977640035,0.28133116099703936,0.08157098648199095,96.30695078755289,37632.70877219429,3.1531987377198076,437.84010945050125
53,53,70.6594,13.147,68,18.1163,0,115,121,17,130,20,1.03851,67.63477,0.0,0.0,0.42857,3.34,11.64078,0.0,0.0,125.0,57.84191,0.00051,0.43,2.221,-1.0,0.242161,77634.52437581541,7.872926311728395,39.20793151855469,0.6866138876657965,0.22659677599835773,4.678987469497213,0.22312449503171772,0.17689329825923758,0.892818431372549,148.48473526989875,0.187748196455382,0.235868468713897,0.16658758072748467,0.12619356695826683,82.58578647156762,0.2006373239198361,0.28202193907083517,0.08155454601583853,96.91125047980368,37708.929560973746,3.0790310143479758,437.51455454715085
54,54,71.0007,12.8852,68,16.9347,0,115,121,17,130,20,1.0339,67.93839,0.0,0.0,0.39286,3.347,11.29523,0.0,0.0,125.0,57.88137,0.00062,0.43,2.147,-1.0,0.26061,77728.75699300987,7.850501543209877,39.065929083176606,0.6839612689015299,0.22659585969213275,4.6346854222781255,0.22312017036756823,0.17741828984193622,0.8937901960784314,148.3730902228515,0.1876343407459126,0.2356646782548189,0.16680529594943488,0.12622741557638367,82.53144878347746,0.20066433398479586,0.2827380282301768,0.0815237028508437,98.20969326366227,38401.116121278574,2.944998231098644,437.2124329581492
55,55,70.9918,12.9078,68,17.2262,0,116,121,17,130,20,1.04202,67.95057,0.0,0.0,0.25,3.365,11.07417,0.0,0.0,125.0,57.90262,0.00063,0.43,2.059,-1.0,0.255026,78183.73484402851,7.853829089506172,39.05845321843653,0.689425724816426,0.22653464404221474,4.59510490292986,0.22303251672878904,0.17800430697469272,0.8949839215686275,148.4629610439814,0.18737196477274753,0.2357237451021723,0.16672201275054327,0.12622062100945705,82.62851014072035,0.20061638509801732,0.2835482585857045,0.08153270302461818,98.20277384353975,38691.92003256078,2.726663897902695,436.93330350224073
56,56,70.9555,12.6599,68,16.9841,0,116,121,17,130,20,1.04073,67.92626,0.0,0.0,0.39286,3.37,11.09382,0.0,0.0,125.0,57.91689,0.00052,0.42,2.196,0.16898,0.288254,78133.57271990152,7.863377700617284,39.16491981788918,0.6872080987731998,0.22643859546321787,4.562571381706672,0.2229902797669606,0.1787487184692656,0.8953823529411765,148.69807791006576,0.18713125819855783,0.23582018600044768,0.16690162850789883,0.12621529299048911,82.66098451374069,0.2005666958950148,0.28428662167546015,0.08153321540886437,96.52797425636373,39104.44546440467,2.929364451911871,436.6729533525644
57,57,71.4995,12.3368,69,17.1243,0,116,121,18,130,20,1.0354,68.43031,0.0,0.0,0.39286,3.394,10.88292,0.0,0.0,125.0,57.95588,0.00058,0.43,2.232,-1.0,0.264659,78419.55757961738,7.783371913580247,39.14130561734423,0.6926725546880889,0.2263774277657164,4.50437897793379,0.2229401676327086,0.17963235971361022,0.8956835294117648,148.7874443540132,0.18669580793387203,0.23562429912237737,0.16744502212228404,0.12618114196737365,82.57549995197819,0.20040494847796064,0.2849778767616646,0.0815155381874167,98.29415648289473,40140.37779118237,2.872610593639138,436.43120039473604
58,58,71.6796,12.0652,69,15.3889,0,116,121,18,130,21,1.04622,68.60474,0.0,0.0,0.57143,3.415,10.6073,0.0,0.0,125.0,57.98871,0.00066,0.43,2.059,-1.0,0.25808,78489.3975860986,7.716145833333333,39.22016699520158,0.6932667657954834,0.22630168798895592,4.422485739025364,0.22294690453418062,0.17994191594440384,0.8958498039215687,148.7763499720507,0.1865573171041203,0.23532827051096228,0.1677191368438694,0.12619186437007773,82.58377419261123,0.2002005535858098,0.28589937363587337,0.08153096311418788,98.27595036167216,40624.90923493115,3.148458107887379,436.2205702870519
59,59,71.8957,11.5479,69,15.1983,0,116,121,18,130,21,1.04335,68.80347,0.0,0.0,0.53571,3.426,10.37586,0.0,0.0,125.0,58.01424,0.00047,0.42,2.428,-1.0,0.282162,78662.30568407146,7.5964023919753085,39.07924454300492,0.6938609769028793,0.22625208408904043,4.353026074100684,0.222884350061286,0.18066153072439486,0.8963278431372549,148.57682646526445,0.18643427772875815,0.23510129335842592,0.16826946325343728,0.12623296202771783,82.6342243411274,0.20005680511420681,0.28692004423637346,0.081524212664997,98.26415139583631,41240.50287404972,3.2770893310594027,436.01903842074637
60,60,72.6791,10.9339,70,16.285,0,116,121,18,130,21,1.04674,69.51353,0.0,0.0,0.10714,3.436,9.92768,0.0,0.0,125.0,58.02664,0.00052,0.42,2.371,-1.0,0.248398,78672.10423041557,7.449556327160494,39.319372294861594,0.6932667657954842,0.2263026308534567,4.264886593070087,0.22287694599505117,0.18160075932512149,0.8963278431372549,148.66366015694234,0.1854266407664819,0.23480565565073724,0.16931159868854198,0.12622853774004134,82.54461860591726,0.20021768312782678,0.28805961201724284,0.08151274764434441,98.3246315116556,42450.36923919538,2.578759758474963,435.8416203843483
61,61,73.0971,10.377,71,15.3208,0,116,121,18,130,21,1.03809,69.89919,0.0,0.0,0.21429,3.412,9.40091,0.0,0.0,125.0,58.03951,0.00055,0.43,2.193,-1.0,0.27673,78910.37768974996,7.248890817901234,39.14766118555893,0.6938609769028785,0.2263564580337085,4.199376220549679,0.22285152597188135,0.18280185826453021,0.8966603921568628,148.60336612595694,0.18412760708014053,0.23416246584739886,0.17088407242683804,0.12614637404850298,82.48857603760705,0.20032104201022213,0.28931224056278687,0.08151114160292977,96.26168425275338,43326.308852894,2.4756788622541097,435.69303809051354
62,62,73.0371,10.9523,71,12.1766,0,116,121,18,130,21,1.04038,69.83635,0.0,0.0,0.35714,3.412,8.92358,0.0,0.0,125.0,58.00717,0.00053,0.43,2.243,-1.0,0.251808,78810.78440899329,6.965952932098766,38.96836758837288,0.6938609769028804,0.22636748468091922,4.0712107862338085,0.22287495196467924,0.18408121160494006,0.8963278431372549,148.69876309182473,0.18317987590193896,0.23411915250798343,0.17255043775162635,0.12620566085856075,82.51593725650412,0.2005038802510244,0.29038900396949624,0.08150589905127867,96.31965679150223,43327.479315963006,2.6604787883736987,435.54592970395845
63,63,72.8994,11.6198,71,13.7764,0,116,121,18,130,21,1.03725,69.70138,0.0,0.0,0.28571,3.421,9.41464,0.0,0.0,125.0,57.99547,0.00052,0.43,2.12,-1.0,0.277409,78807.7641695886,6.706114969135802,39.085823906792534,0.6916433508596559,0.2264165057589641,4.186537763346945,0.22280800572420237,0.18497145699037937,0.8963854901960785,148.78520792295785,0.1823077749910909,0.23379503076121644,0.1733392224138226,0.12619056321976038,82.53836837436853,0.2005765317505621,0.29164168284785075,0.08149476343744147,96.4019468180404,42928.6109667395,2.1510340022318535,435.42610084985233
64,64,72.2679,12.104,70,16.2391,0,116,121,18,130,21,1.03161,69.10046,0.0,0.0,0.5,3.44,9.98985,0.0,0.0,125.0,57.95555,0.0005,0.43,2.088,0.17091,0.259672,78748.82203708388,6.38990162037037,39.168340612340856,0.6872080987731993,0.22641534938439128,4.2798317391916445,0.22271333719679515,0.18522202315694347,0.8956913725490196,148.94988319863495,0.18164669351463206,0.23328425251625762,0.17458308107617235,0.12620224430932794,82.6046903249353,0.20062335157865313,0.2926385904039683,0.08150057714094402,96.50955057081372,42078.24902699973,3.2713829501098215,435.33402191892947
65,65,71.7506,12.4664,69,15.3163,0,116,121,18,130,21,1.04147,68.6269,0.0,0.0,0.60714,3.412,10.40266,0.0,0.0,125.0,57.9349,0.00052,0.43,2.183,-1.0,0.275796,78644.02819855737,6.2265625,39.37857941050588,0.6878023098806013,0.22646016452031606,4.371769125953229,0.22258081757471143,0.18509148997656022,0.8956835294117648,148.95852501208242,0.18133149997935763,0.2320557999251632,0.17568922356853425,0.1262519655711747,82.64529445478097,0.2007537696377418,0.2931367978572144,0.08150222062956286,96.5305037440455,41388.58429399487,2.510393918523689,435.26651608550554
66,66,71.3462,12.7123,69,15.8761,0,116,121,18,130,21,1.03714,68.22397,0.0,0.0,0.46429,3.42,10.71564,0.0,0.0,125.0,57.88402,0.00069,0.43,2.11,-1.0,0.251203,78540.14145174048,6.181616512345679,39.18635446053964,0.6910491397522582,0.2264691464743228,4.447906547246129,0.22241307990781178,0.18534911551923586,0.8952745098039215,148.75787901101046,0.1810775650210011,0.23048095058510923,0.1766825555091097,0.12626001884206445,82.6970362426155,0.20081639669327572,0.29349008188429987,0.08150168751155275,96.44712888889897,40638.32808408774,2.854426122261634,435.1963616231934
67,67,71.1005,12.9418,68,16.8172,0,116,121,18,130,20,1.03813,67.97475,0.0,0.0,0.14286,3.424,10.92403,0.0,0.0,125.0,57.85303,0.00062,0.43,2.027,-1.0,0.283533,78465.84005027742,6.131510416666667,39.18170994888117,0.6872080987731947,0.22648701728392295,4.493453135137263,0.22220475108808857,0.18564738322195853,0.8951180392156863,148.77050553067454,0.18162395606401766,0.22938808291318244,0.17722619813571244,0.12625717569436223,82.71056365890105,0.20110199417940783,0.2939383233257133,0.0814931282199433,98.30242809115002,40187.44287621749,2.561749563188841,435.12834313508824
68,68,70.6365,12.9549,68,16.8589,0,116,121,17,130,20,1.04366,67.51457,0.0,0.0,0.0,3.456,11.12045,0.0,0.0,125.0,57.81916,0.0006,0.43,2.187,-1.0,0.292389,78331.2447597942,6.119309413580247,39.22832950544946,0.683961268901535,0.2264690988017794,4.559524404560403,0.22181780251778052,0.1859731870024329,0.8945490196078432,148.7268530143638,0.18083695481469952,0.22869333581272264,0.17748563057462066,0.12627286903058696,82.80070284616701,0.20136141652018277,0.29458857140652855,0.08150227900124964,98.27036622347228,39179.509489188975,2.278472193954696,435.0663800589285
69,69,70.1282,13.2582,67,17.1614,0,116,121,17,130,20,1.04267,66.99073,0.0,0.0,0.35714,3.461,11.13289,0.0,0.0,125.0,57.79373,0.00052,0.43,2.576,-1.0,0.278481,78036.65557630171,6.0991030092592595,39.21729325659481,0.6795260168150716,0.22641725526726442,4.608089357393166,0.22139133796391886,0.18637112700912997,0.8934513725490196,148.7686729217061,0.18047181755250888,0.22757654183295783,0.17824074966319586,0.12625472782017577,82.84858805015544,0.20155687440693518,0.29550101570274107,0.08146686007466868,98.24224515284179,38456.998579370294,2.5377707186652207,435.0116573590592
70,70,69.7073,13.5337,67,17.3074,0,116,121,17,130,20,1.03582,66.59375,0.0,0.0,0.32143,3.454,11.39964,0.0,0.0,125.0,57.74734,0.00063,0.43,2.327,-1.0,0.279671,77732.30820810472,6.111255787037037,39.21370197814188,0.6795260168150667,0.22639389025407317,4.6548154223892,0.2210201774298638,0.18599883194729228,0.8928823529411765,148.63701792328806,0.18130265827411854,0.22582465484260156,0.1783047048596092,0.12622148168529657,82.9387058993146,0.20165967033009938,0.29633837458165996,0.08147999547228198,96.52901109634918,37458.150522453696,2.336156218215043,434.967049657003
71,71,69.6223,13.7347,66,18.0131,0,116,121,17,130,20,1.04043,66.51029,0.0,0.0,0.32143,3.435,11.62997,0.0,0.0,125.0,57.72654,0.00063,0.43,2.158,-1.0,0.244829,77208.86019463475,6.242621527777778,39.39688562463831,0.6795260168150651,0.22635644567192326,4.705611222149853,0.22069870506872521,0.18647879898104566,0.8917619607843137,148.60852117405227,0.1821929772807774,0.2243727236463833,0.1782487748950968,0.1262782077652925,82.95359637065158,0.201855743084915,0.2971344023685096,0.08151192733355135,96.67339057889086,37160.41919830036,2.3381610245941027,434.9284657112102
72,72,69.2917,13.8474,66,18.7399,0,116,121,17,130,20,1.04454,66.19217,0.0,0.0,0.25,3.433,11.80077,0.0,0.0,125.0,57.69519,0.00047,0.43,2.052,0.16988,0.267185,77075.6519225268,6.293981481481482,39.36887444390191,0.6773083907718389,0.22636352809956695,4.738532273906543,0.22036275502317204,0.1868551992690633,0.8912156862745099,148.60171038025973,0.18356503273088273,0.22316690735698347,0.17796170784485854,0.12629236599700147,82.9369665210239,0.2020464986741455,0.2982282264379771,0.08149133139801355,98.25039596876516,36088.32724903542,2.140484396591484,434.90763644160666
73,73,68.7267,13.9678,66,19.304,0,116,121,17,130,20,1.03316,65.65563,0.0,0.0,0.32143,3.424,11.89774,0.0,0.0,125.0,57.64381,0.00059,0.42,2.114,-1.0,0.269639,76744.7568732573,6.29759837962963,39.249796549479164,0.6795260168150609,0.22634628422883565,4.775876845810384,0.2200550587924991,0.18668801997526652,0.8912156862745099,148.46895364626255,0.18457109587894305,0.2228731405116575,0.17811642550991863,0.1263066741146941,83.02677591244709,0.20211831113290957,0.2993154398650465,0.08149001401707409,96.3796718369183,35141.52088213973,2.053130805615663,434.88268277036474
74,74,68.5519,14.054,65,19.6331,0,116,121,17,130,20,1.03807,65.48624,0.0,0.0,0.75,3.429,12.00154,0.0,0.0,125.0,57.56507,0.00064,0.43,2.156,-1.0,0.259159,76838.38042057915,6.1314621913580245,39.28598889009452,0.6795260168150676,0.22631755593420724,4.782356040875411,0.21979849336739626,0.18638249724925066,0.8900164705882353,148.41822307704246,0.18580481841393562,0.22118467861005078,0.17788951184733584,0.12635095984283903,82.98199902273976,0.20217954933003104,0.3004215069948545,0.08149705421262475,98.19780406866175,34950.95327256462,2.1159113828484704,434.865525887369
75,75,68.4339,13.925,65,18.2315,0,116,121,17,130,20,1.03405,65.34857,0.0,0.0,0.35714,3.413,12.07408,0.0,0.0,125.0,57.49072,0.00056,0.43,2.143,-1.0,0.264648,76604.58247147179,5.8696469907407405,39.18967541353202,0.6728731386853793,0.22631150782856008,4.793953845575511,0.21961459082976897,0.18633899227811518,0.8878403921568627,148.37327368952162,0.18701966656255598,0.21924406849063824,0.17788201354477534,0.12642438550943566,83.03184255294221,0.20223616581457776,0.3015861041862891,0.08147515989948187,98.15116436727861,34736.12179404577,1.9114719105450537,434.8565045273469
76,76,68.3256,13.9355,65,18.9116,0,116,121,17,131,20,1.03004,65.21861,0.0,0.0,0.21429,3.422,11.9633,0.0,0.0,125.0,57.42342,0.00053,0.43,2.069,-1.0,0.272287,77099.9788384473,5.835262345679013,39.19213283209153,0.6728731386853797,0.22636249161360633,4.807891478938665,0.21943589368216418,0.1866134993219441,0.8850243137254902,148.13330749760604,0.18788869116227333,0.21741835859721756,0.17800151666302325,0.12643101395579195,83.07012417842543,0.20219280975733467,0.3029204687137152,0.08148647259598292,98.12885358247759,34944.939071221634,1.856635046298341,434.84814291036156
77,77,68.2827,13.7413,65,19.2713,0,116,121,17,131,20,1.04256,65.1635,0.0,0.0,0.10714,3.44,11.97465,0.0,0.0,125.0,57.31955,0.00063,0.43,1.952,-1.0,0.250661,76906.53732756349,5.922212577160494,39.36185935691551,0.6756849758360027,0.22644880151571684,4.786018074266085,0.21934014448724293,0.18644757986970614,0.8820490196078432,148.24225982635502,0.18943508027073463,0.21608699512398427,0.17841076334986045,0.1264022904386005,83.03813096091216,0.20218276134371488,0.30376439649711384,0.08149296419241861,98.17757001286435,34672.6689158929,1.9107570660668656,434.84798332187603
78,78,68.0686,13.0099,65,19.1026,0,116,121,17,131,20,1.04256,64.93135,0.0,0.0,0.5,3.447,11.80887,0.0,0.0,125.0,57.23245,0.00056,0.43,2.178,-1.0,0.267297,76601.23866322552,5.7983217592592595,39.300316704644096,0.6728731386853782,0.22651045066254935,4.750639627580898,0.2192092654246584,0.18638733857064319,0.8816,148.0735526204508,0.19030076466980034,0.21479744611427826,0.17867521028217542,0.12637847638993188,83.11180530153203,0.20215282057592854,0.30441574792775766,0.08151077705614043,96.69332405238184,34400.88613479459,2.0221232234735442,434.86380068944834
79,79,67.6049,12.3547,64,17.8789,0,116,121,17,131,19,1.04217,64.46338,0.0,0.0,0.42857,3.469,11.17894,0.0,0.0,125.0,57.25674,0.0006,0.43,1.838,-1.0,0.272718,76557.94779330728,5.787856867283951,39.42009819878472,0.6712497237495428,0.22659593141174922,4.717733978181569,0.2190104711903269,0.18635605607429587,0.8812305882352941,147.91601010497473,0.19086809439013205,0.2133976102077841,0.1791552906269284,0.12640381505937895,83.18278827569074,0.20205774752089137,0.30534088806707227,0.08150387333239799,96.71936960845879,33697.09458677303,2.3890101056259576,434.8935188941271
80,80,67.5389,12.491,64,17.6151,0,116,121,16,131,19,1.04162,64.36333,0.0,0.0,0.60714,3.485,10.62496,0.0,0.0,125.0,57.30989,0.00052,0.43,1.847,0.1776,0.245818,76746.9674424483,5.75805362654321,39.611366554542826,0.6728731386853765,0.22662285382561675,4.641391332681012,0.21882059224026734,0.1863212811942279,0.8828674509803922,147.5357659868585,0.19121103771503536,0.21197009369673114,0.1794835827263274,0.12641795949918913,83.16327134766672,0.20194988953912216,0.3058309103637706,0.08148478617135146,98.15680341879263,33926.93645272824,2.3187458285778106,434.915884600817
81,81,67.3974,12.7228,64,18.2591,0,116,121,16,131,19,1.03516,64.22843,0.0,0.0,0.25,3.475,10.74507,0.0,0.0,125.0,57.20893,0.00062,0.43,1.943,-1.0,0.261009,76741.47373055073,5.9390432098765435,39.67406190471885,0.6728731386853752,0.2266352969736582,4.644025799900775,0.2186495263986984,0.1864285049298711,0.8823125490196079,147.44257076006528,0.19208133111543002,0.21007431782983943,0.17960348828190217,0.1264468696334666,83.19519757472324,0.20187963761286512,0.30639697968042223,0.08147597176622977,98.12194046505314,33961.224058955384,2.1921741603854206,434.93958611869954
82,82,67.4844,12.5637,64,20.1897,0,116,121,16,131,19,1.03352,64.28235,0.0,0.0,0.28571,3.46,10.94477,0.0,0.0,125.0,57.17137,0.00063,0.44,1.953,-1.0,0.26585,76769.81753279826,6.0924961419753085,39.74611654399354,0.6706555126421415,0.22661996617682822,4.668660426171208,0.21858860217129386,0.18654300349741038,0.8822443137254902,147.3660391319974,0.19249974677124526,0.20853491000997487,0.17999434834731182,0.12652054592688713,83.19964552329394,0.2016936175938669,0.3069247253547108,0.08147335955887781,98.05486578076388,34258.496315120545,2.0016463247130623,434.9519929248428
83,83,67.8453,13.0316,64,18.8783,0,116,121,16,131,19,1.0377,64.59371,0.0,0.0,0.53571,3.451,10.81033,0.0,0.0,125.0,57.26206,0.00049,0.43,2.087,-1.0,0.279271,76969.31593652688,6.0609567901234565,39.992209163712864,0.6712497237495442,0.2266197289803019,4.671817129271206,0.2186130305861128,0.18683599903370507,0.8836325490196079,147.41371309292145,0.19385215465169445,0.20747751397220934,0.17995559220135462,0.12659814912089512,83.16217154022702,0.20162996039393785,0.3073005149582493,0.0814749568182935,98.13015813025697,35017.04583575953,1.9870659709823013,434.96456824313935
84,84,68.0935,13.1492,65,19.4843,0,116,121,17,131,19,1.03869,64.83153,0.0,0.0,0.5,3.441,11.19628,0.0,0.0,125.0,57.17692,0.00057,0.44,2.325,-1.0,0.301674,77122.1738411609,5.858796296296297,40.01441371588059,0.6728731386853766,0.22658534001051114,4.6780347337217805,0.21851801150442424,0.18659338154615104,0.8839337254901961,147.57188673311313,0.19580651850429126,0.20685197443317205,0.18030765272375623,0.1266712191817767,83.12064893293294,0.20161885522393178,0.3078736852988523,0.08147350172044031,96.29482470903898,35564.830342759255,1.93162154402928,435.0216743966585
85,85,68.6746,13.3567,65,19.6436,0,116,121,17,131,20,1.04369,65.3705,0.0,0.0,0.28571,3.447,11.30014,0.0,0.0,125.0,57.10563,0.00056,0.44,2.1,-1.0,0.302526,77390.52674495721,5.575327932098766,39.97778659396701,0.672873138685376,0.22663494732196146,4.722973149716435,0.2184450979546886,0.18634005008413804,0.8840247058823529,147.86155911904507,0.19776055149623878,0.20666348708947152,0.18058670734188761,0.12672358267097625,83.03794417547496,0.20142947843351772,0.3080878752113684,0.0814632313334775,96.25595017112252,36520.62413850572,1.8887476781029247,435.12066538292385
86,86,68.9894,13.8808,65,19.2413,0,116,121,17,131,20,1.04141,65.67177,0.0,0.0,0.42857,3.434,11.47588,0.0,0.0,125.0,57.22442,0.00056,0.44,1.913,-1.0,0.255229,77332.42907512144,5.83666087962963,40.23479282708816,0.6750907647286085,0.22663738167635739,4.785089638771696,0.21844792570986532,0.18659442880340404,0.8862156862745099,147.7785774869106,0.1993860310081249,0.20615590518629134,0.18098239746654812,0.12679323647348162,82.98495122437288,0.2012996940056826,0.30819967423602435,0.08144529838205186,96.05517200337427,37059.97893216068,2.2787880197688195,435.25489881893077
87,87,68.79,13.7602,65,20.6887,0,116,121,17,131,20,1.03875,65.48094,0.0,0.0,0.14286,3.462,11.92144,0.0,0.0,125.0,57.32295,0.00047,0.43,1.932,-1.0,0.260873,77164.1181200828,5.924768518518518,40.372263402114676,0.6728731386853773,0.22673447877523406,4.8346149921078085,0.21829479771717322,0.18673203833271812,0.8886334509803921,148.06366595663485,0.20125439445885426,0.20558236213299536,0.18070270880202685,0.12679799195650251,83.09207556160919,0.2011605756987724,0.30858399494762345,0.08142748782507034,96.01066901065153,36603.04817787181,2.4481931600345255,435.4043546722083
88,88,68.7845,13.9413,64,20.0985,0,116,121,17,131,20,1.03824,65.42456,0.0,0.0,0.28571,3.459,11.82024,0.0,0.0,125.0,57.34699,0.00053,0.44,2.055,0.16757,0.25271,76989.9249425019,6.275945216049383,40.11836280351804,0.6680028938778769,0.22684683333526315,4.822588348422828,0.21814903292348325,0.18702445386515157,0.8900419607843137,148.34144941052062,0.20252847474081095,0.20517040339657866,0.1804498097205633,0.126822921536238,83.10529421224408,0.20106307677119767,0.30891313716102986,0.0814147107015493,98.29247534752949,36148.05134867068,2.6808813925459725,435.56367010579123
89,89,68.996,14.1917,64,20.1723,0,116,121,17,131,20,1.03683,65.59053,0.0,0.0,0.25,3.465,11.97532,0.0,0.0,125.0,57.33148,0.00058,0.44,2.294,-1.0,0.276212,77282.96078267485,6.122685185185185,40.07726090042679,0.6651910567272489,0.2269775684180575,4.743753930879919,0.2179879722315783,0.1871406380123593,0.8912714705882351,148.49212041641087,0.20237195366482824,0.20464510817777146,0.17988859520483286,0.12686699225871892,83.07979443445407,0.2008882644132188,0.3095966660875412,0.0814291523707014,96.73574817867636,36816.30361172817,2.9112110271269995,435.73602184312017
90,90,69.1532,13.6832,65,19.1842,0,116,121,17,131,19,1.04847,65.73689,0.0,0.0,0.14286,3.44,12.19391,0.0,0.0,125.0,57.33711,0.0005,0.44,2.063,-1.0,0.296573,77304.02706625416,6.071952160493828,39.84050986207562,0.6629734306840134,0.2270386456632104,4.802383647313869,0.2178146442948688,0.18768650999032152,0.8925768627450981,148.6398757688352,0.2025327816362228,0.20459416453037282,0.17952059612146654,0.1269335073080497,83.02556442956843,0.20071183253241495,0.3099429360077824,0.08142460444803915,96.63534989665443,36788.654298675385,2.921316589641038,435.9075411992262
